"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1731,680,44736.35,59315.78,172.10,1474,424,0,17.86
1732,684,44758.88,59331.67,197.48,2171,413,0,15.89
1733,687,44666.34,59315.24,202.37,2388,405,0,15.26
1734,688,44710.20,59290.51,183.08,2013,416,0,15.06
1735,689,44698.30,59294.25,215.02,2910,399,0,14.95
1736,690,44705.13,59331.45,173.73,1664,410,0,15.96
1737,691,44717.33,59294.37,171.19,1511,413,0,17.03
1738,693,44738.38,59283.00,181.60,1737,415,0,16.66
1739,694,44710.36,59292.43,138.51,1379,422,0,12.88
1740,698,44731.18,59327.83,202.20,2332,405,0,15.38
1741,699,44731.43,59290.22,148.71,1400,415,0,14.29
1742,700,44728.60,59293.29,202.87,1984,406,0,18.25
1743,702,44712.23,59320.34,205.25,1871,419,0,19.84
1744,705,44753.95,59291.13,198.45,2235,406,0,16.00
1745,706,44753.95,59291.13,198.45,2235,406,0,16.00
1746,711,44693.16,59302.90,198.62,2334,410,0,14.90
1747,712,44723.82,59293.42,201.39,1692,417,0,21.14
1748,713,44729.05,59299.42,188.45,2252,410,0,14.28
1749,717,44724.89,59326.29,214.81,2833,399,0,14.40
1750,718,44709.53,59295.67,183.56,2364,402,0,12.70
1751,719,44710.90,59320.31,178.05,1833,420,0,15.68
1752,720,44710.90,59320.31,178.05,1833,420,0,15.68
1753,721,44698.12,59295.16,210.82,2475,412,0,16.12
1754,722,44716.90,59309.78,203.75,2411,405,0,15.10
1755,723,44740.98,59303.89,195.71,1912,412,0,17.48
1756,724,44731.96,59328.69,203.56,2270,404,0,15.97
1757,725,44731.96,59328.69,203.56,2270,404,0,15.97
1758,726,44726.28,59291.91,170.54,1369,423,0,18.75
1759,728,44729.16,59306.14,182.14,1811,413,0,16.20
1760,729,44713.76,59304.59,190.14,2345,409,0,13.75
1761,730,44713.76,59304.59,190.14,2345,409,0,13.75
1762,732,44661.70,59319.05,191.17,2003,419,0,16.21
1763,733,44718.55,59312.58,168.69,1452,420,0,17.35
1764,734,44712.28,59318.74,178.57,1654,422,0,17.29
1765,735,44712.28,59318.74,178.57,1654,422,0,17.29
1766,737,44720.86,59309.64,197.78,2367,414,0,15.37
1767,738,44766.16,59288.99,224.95,2763,405,0,16.83
1768,739,44766.16,59288.99,224.95,2763,405,0,16.83
1769,740,44729.52,59315.57,219.67,2673,407,0,17.15
1770,741,44729.52,59315.57,219.67,2673,407,0,17.15
1771,742,44724.68,59282.95,199.32,1939,409,0,17.79
1772,747,44725.92,59306.72,168.48,1597,419,0,15.82
1773,748,44691.95,59292.56,183.28,1920,415,0,15.58
1774,750,44741.20,59341.43,191.78,1894,406,0,16.94
1775,751,44741.20,59341.43,191.78,1894,406,0,16.94
1776,755,44736.82,59316.69,202.19,2120,416,0,17.10
1777,756,44713.27,59291.06,195.15,2315,403,0,14.39
1778,757,44713.27,59291.06,195.15,2315,403,0,14.39
1779,758,44705.79,59303.76,236.23,3334,398,0,15.22
1780,759,44705.79,59303.76,236.23,3334,398,0,15.22
1781,760,44761.28,59354.26,199.73,1680,425,0,21.07
1782,761,44761.28,59354.26,199.73,1680,425,0,21.07
1783,762,44749.20,59324.01,194.21,2109,410,0,15.77
1784,763,44749.20,59324.01,194.21,2109,410,0,15.77
1785,765,44713.67,59287.20,194.63,1686,412,0,19.45
1786,767,44745.71,59302.96,191.61,1992,413,0,16.73
1787,768,44745.71,59302.96,191.61,1992,413,0,16.73
1788,769,44746.10,59307.92,215.49,2392,404,0,17.19
1789,770,44746.10,59307.92,215.49,2392,404,0,17.19
1790,774,44693.84,59301.22,213.68,2684,408,0,14.89
1791,775,44693.84,59301.22,213.68,2684,408,0,14.89
1792,778,44701.39,59314.91,176.38,1318,425,0,20.75
1793,779,44701.39,59314.91,176.38,1318,425,0,20.75
1794,780,44702.25,59306.66,202.71,1908,410,0,18.71
1795,781,44766.25,59325.65,191.69,2358,409,0,13.95
1796,782,44766.25,59325.65,191.69,2358,409,0,13.95
1797,784,44708.89,59294.11,158.10,1334,424,0,16.79
1798,785,44733.47,59315.65,198.44,2104,405,0,16.41
1799,786,44741.30,59315.37,174.58,1478,423,0,18.25
1800,787,44741.30,59315.37,174.58,1478,423,0,18.25
1801,789,44748.07,59312.26,210.22,2369,404,0,16.32
1802,790,44748.07,59312.26,210.22,2369,404,0,16.32
1803,791,44694.29,59286.27,216.85,2591,402,0,16.22
1804,794,44724.77,59282.04,190.47,1680,421,0,18.92
1805,795,44733.26,59318.36,189.81,1820,419,0,17.43
1806,798,44725.44,59300.93,210.73,2421,408,0,16.32
1807,799,44714.93,59291.24,191.86,2065,402,0,15.50
1808,800,44714.93,59291.24,191.86,2065,402,0,15.50
1809,801,44744.06,59330.06,210.45,2243,410,0,17.40
1810,802,44728.80,59335.24,179.55,1762,416,0,16.17
1811,803,44728.80,59335.24,179.55,1762,416,0,16.17
1812,804,44745.63,59317.01,172.27,1347,427,0,19.55
1813,805,44745.63,59317.01,172.27,1347,427,0,19.55
1814,806,44739.39,59329.30,184.42,2163,408,0,14.08
1815,811,44720.92,59334.86,200.74,1949,407,0,18.01
1816,817,44782.84,59307.35,146.98,1311,428,0,15.07
1817,820,44719.58,59320.71,161.96,1289,419,0,18.03
1818,821,44719.58,59320.71,161.96,1289,419,0,18.03
1819,822,44709.98,59314.57,170.38,1374,417,0,18.61
1820,823,44743.06,59321.59,168.91,1653,416,0,15.35
1821,824,44743.06,59321.59,168.91,1653,416,0,15.35
1822,826,44724.92,59330.60,185.12,2067,410,0,14.65
1823,827,44724.92,59330.60,185.12,2067,410,0,14.65
1824,828,44715.55,59315.44,173.04,1667,414,0,15.87
1825,829,44716.04,59285.30,189.72,1752,412,0,17.88
1826,830,44716.04,59285.30,189.72,1752,412,0,17.88
1827,832,44670.72,59296.02,194.91,1796,420,0,18.61
1828,833,44670.72,59296.02,194.91,1796,420,0,18.61
1829,834,44699.15,59280.67,216.77,2659,398,0,15.40
1830,836,44714.39,59310.44,185.87,1948,411,0,15.59
1831,837,44714.39,59310.44,185.87,1948,411,0,15.59
1832,838,44730.09,59332.36,185.29,2173,413,0,14.25
1833,839,44717.41,59316.57,164.88,1214,426,0,19.85
1834,842,44747.72,59326.09,200.92,2471,407,0,14.90
1835,843,44747.72,59326.09,200.92,2471,407,0,14.90
1836,846,44714.48,59283.17,215.29,2554,407,0,16.34
1837,848,44707.74,59350.06,194.49,2373,402,0,14.07
1838,849,44691.93,59280.78,181.29,1724,422,0,17.05
1839,850,44691.86,59290.33,195.77,1912,415,0,17.79
1840,851,44691.86,59290.33,195.77,1912,415,0,17.79
1841,854,44770.01,59300.58,199.04,2284,404,0,15.29
1842,855,44727.71,59286.72,211.05,2510,403,0,16.28
1843,856,44727.71,59286.72,211.05,2510,403,0,16.28
1844,857,44719.40,59346.21,203.93,2344,408,0,15.60
1845,859,44695.61,59295.93,169.53,1628,413,0,15.70
1846,860,44695.61,59295.93,169.53,1628,413,0,15.70
1847,861,44682.25,59295.24,225.45,2474,408,0,18.07
1848,866,44705.13,59284.97,182.45,2271,407,0,13.28
1849,867,44692.05,59354.38,156.28,1277,424,0,17.19
1850,871,44744.18,59308.02,195.71,1883,407,0,17.79
1851,875,44751.90,59301.45,172.74,1466,417,0,17.91
1852,876,44751.90,59301.45,172.74,1466,417,0,17.91
1853,877,44723.23,59313.08,197.98,1710,423,0,20.64
1854,880,44722.06,59291.03,201.54,2300,408,0,15.46
1855,882,44693.62,59324.58,218.86,2511,414,0,17.38
1856,883,44693.62,59324.58,218.86,2511,414,0,17.38
1857,884,44713.70,59280.89,207.46,2530,404,0,15.33
1858,885,44718.91,59317.23,186.34,1869,418,0,16.41
1859,886,44718.91,59317.23,186.34,1869,418,0,16.41
1860,887,44738.17,59336.00,186.53,1397,414,0,21.58
1861,894,44693.69,59304.16,180.20,1888,415,0,15.35
1862,901,44748.98,59304.38,199.65,2601,409,0,13.79
1863,902,44748.98,59304.38,199.65,2601,409,0,13.79
1864,903,44695.57,59297.28,211.57,2384,409,0,16.77
1865,904,44709.57,59295.16,229.49,2594,405,0,18.27
1866,906,44711.11,59291.27,167.12,1561,412,0,15.81
1867,907,44711.11,59291.27,167.12,1561,412,0,15.81
1868,908,44698.86,59284.54,191.11,1772,418,0,18.29
1869,909,44689.82,59341.17,196.02,2059,415,0,16.52
1870,910,44689.82,59341.17,196.02,2059,415,0,16.52
1871,911,44716.58,59315.74,172.02,1802,408,0,14.53
1872,912,44751.33,59332.04,193.47,1620,414,0,20.14
1873,913,44720.33,59313.81,159.90,1304,430,0,17.72
1874,914,44720.33,59313.81,159.90,1304,430,0,17.72
1875,916,44761.53,59300.13,209.15,2563,399,0,15.30
1876,919,44726.72,59289.64,161.97,1602,409,0,14.53
1877,920,44726.72,59289.64,161.97,1602,409,0,14.53
1878,921,44739.85,59288.18,182.94,2009,407,0,14.99
1879,922,44727.59,59282.37,198.70,2306,410,0,15.04
1880,923,44761.88,59287.88,199.09,2001,407,0,17.23
1881,924,44761.88,59287.88,199.09,2001,407,0,17.23
1882,926,44716.08,59287.63,186.92,1645,412,0,18.46
1883,927,44716.08,59287.63,186.92,1645,412,0,18.46
1884,929,44736.80,59315.00,190.61,1516,418,0,20.86
1885,930,44725.84,59321.38,200.07,1897,411,0,18.39
1886,931,44727.60,59312.06,204.00,2318,400,0,15.61
1887,932,44679.78,59327.10,233.65,2262,396,0,21.09
1888,933,44679.78,59327.10,233.65,2262,396,0,21.09
1889,934,44713.75,59297.84,231.70,3115,403,0,16.10
1890,935,44721.90,59286.92,210.84,2780,395,0,14.26
1891,936,44722.92,59288.85,228.66,2828,394,0,16.10
1892,937,44722.92,59288.85,228.66,2828,394,0,16.10
1893,939,44735.48,59299.69,181.02,1778,414,0,16.21
1894,940,44690.87,59307.66,215.33,2749,398,0,14.55
1895,941,44722.93,59314.72,205.66,2074,414,0,17.88
1896,942,44722.93,59314.72,205.66,2074,414,0,17.88
1897,943,44719.33,59307.70,158.64,1372,420,0,16.41
1898,946,44685.68,59346.62,230.37,3003,394,0,15.61
1899,947,44705.58,59339.06,193.20,1859,418,0,17.95
1900,950,44702.71,59321.42,190.50,1448,418,0,21.79
1901,958,44691.81,59324.94,179.59,1792,412,0,15.85
1902,959,44691.81,59324.94,179.59,1792,412,0,15.85
1903,963,44669.12,59312.94,227.30,2962,398,0,15.70
1904,964,44708.65,59300.51,203.80,1982,407,0,18.17
1905,965,44710.43,59294.07,183.75,1874,413,0,15.84
1906,966,44710.43,59294.07,183.75,1874,413,0,15.84
1907,967,44696.18,59299.78,183.69,1910,407,0,15.47
1908,968,44696.18,59299.78,183.69,1910,407,0,15.47
1909,969,44732.60,59289.39,169.11,1530,411,0,16.43
1910,970,44732.60,59289.39,169.11,1530,411,0,16.43
1911,973,44748.48,59306.14,202.75,2390,406,0,15.10
1912,974,44760.81,59312.46,178.05,1456,423,0,19.20
1913,976,44745.56,59296.41,216.55,2445,398,0,16.65
1914,977,44745.56,59296.41,216.55,2445,398,0,16.65
1915,980,44704.74,59308.06,167.43,1628,416,0,15.32
1916,984,44704.23,59280.85,175.22,1763,416,0,15.41
1917,985,44704.23,59280.85,175.22,1763,416,0,15.41
1918,988,44694.55,59330.34,166.52,1567,417,0,15.74
1919,989,44726.00,59302.40,196.25,1943,414,0,17.35
1920,990,44726.00,59302.40,196.25,1943,414,0,17.35
1921,991,44702.83,59310.35,157.99,1459,414,0,15.29
1922,992,44702.83,59310.35,157.99,1459,414,0,15.29
1923,993,44715.02,59343.44,197.98,1865,416,0,18.49
1924,994,44728.03,59335.59,171.34,1516,415,0,17.07
1925,995,44686.89,59280.60,200.50,1608,412,0,21.58
1926,996,44686.89,59280.60,200.50,1608,412,0,21.58
1927,997,44716.55,59300.74,172.20,1394,422,0,18.96
1928,998,44716.55,59300.74,172.20,1394,422,0,18.96
1929,999,44721.96,59327.31,207.36,2104,421,0,18.66
1930,1001,44746.27,59322.60,183.03,1847,412,0,15.99
1931,1002,44746.27,59322.60,183.03,1847,412,0,15.99
1932,1006,44704.99,59310.57,204.55,2223,414,0,16.73
1933,1012,44702.76,59297.06,215.34,2957,401,0,13.84
1934,1013,44711.55,59337.99,217.47,2044,403,0,20.08
1935,1014,44704.86,59332.73,170.05,1718,413,0,15.06
1936,1015,44704.86,59332.73,170.05,1718,413,0,15.06
1937,1017,44685.23,59295.06,190.21,2025,423,0,16.47
1938,1018,44685.23,59295.06,190.21,2025,423,0,16.47
1939,1019,44731.93,59293.73,205.28,2303,416,0,16.41
1940,1020,44731.93,59293.73,205.28,2303,416,0,16.41
1941,1022,44730.61,59283.17,197.47,2781,396,0,12.55
1942,1026,44717.97,59312.14,192.00,1938,410,0,16.72
1943,1027,44727.21,59296.85,198.90,2318,410,0,15.22
1944,1028,44727.21,59296.85,198.90,2318,410,0,15.22
1945,1031,44718.07,59291.53,174.59,1765,413,0,15.44
1946,1032,44718.07,59291.53,174.59,1765,413,0,15.44
1947,1034,44711.22,59296.10,193.35,1865,419,0,18.07
1948,1035,44701.42,59300.82,215.47,2583,399,0,15.95
1949,1036,44701.42,59300.82,215.47,2583,399,0,15.95
1950,1037,44742.53,59319.08,198.81,2087,412,0,16.63
1951,1038,44748.57,59310.85,182.40,2052,411,0,14.42
1952,1039,44703.77,59303.28,206.52,2691,399,0,13.90
1953,1040,44703.77,59303.28,206.52,2691,399,0,13.90
1954,1042,44709.97,59315.17,201.53,1765,417,0,20.52
1955,1043,44692.22,59299.18,171.02,1561,416,0,16.55
1956,1045,44704.03,59305.24,176.50,1588,418,0,17.37
1957,1046,44714.96,59314.03,192.53,2015,407,0,16.06
1958,1047,44730.65,59297.01,216.02,2707,402,0,15.41
1959,1048,44732.70,59319.67,173.86,1591,415,0,16.75
1960,1049,44685.86,59318.09,202.07,2388,401,0,15.23
1961,1055,44709.55,59282.23,177.04,1779,415,0,15.56
1962,1057,44723.53,59318.39,189.18,1856,414,0,17.24
1963,1058,44730.81,59302.71,209.20,1908,407,0,19.82
1964,1059,44730.81,59302.71,209.20,1908,407,0,19.82
1965,1063,44713.07,59333.37,220.55,2756,392,0,15.44
1966,1064,44713.07,59333.37,220.55,2756,392,0,15.44
1967,1065,44709.77,59327.66,182.30,1826,410,0,16.00
1968,1068,44675.05,59287.33,204.48,1862,408,0,19.44
1969,1069,44675.05,59287.33,204.48,1862,408,0,19.44
1970,1070,44718.51,59301.28,218.21,2813,409,0,15.26
1971,1071,44702.81,59315.22,208.45,2712,402,0,14.13
1972,1072,44718.33,59327.69,138.86,1189,420,0,14.82
1973,1075,44677.86,59323.72,222.27,2334,417,0,18.99
1974,1076,44659.78,59303.55,214.50,2379,405,0,17.03
1975,1078,44690.71,59290.75,221.42,2619,410,0,16.51
1976,1081,44747.83,59316.78,197.53,2298,402,0,15.12
1977,1082,44747.83,59316.78,197.53,2298,402,0,15.12
1978,1083,44720.99,59304.95,175.48,1794,417,0,15.23
1979,1084,44714.44,59320.03,191.06,1682,416,0,18.96
1980,1085,44703.34,59302.19,218.20,2245,417,0,19.02
1981,1086,44685.24,59287.67,208.13,2345,407,0,16.16
1982,1087,44697.52,59287.40,143.95,1337,423,0,14.18
1983,1088,44712.61,59293.67,194.46,1611,413,0,20.31
1984,1090,44764.75,59287.20,178.05,1721,419,0,16.30
1985,1093,44706.30,59280.77,189.91,2085,407,0,15.37
1986,1094,44749.58,59290.93,194.39,2036,409,0,16.41
1987,1095,44709.69,59307.17,162.43,1239,422,0,18.88
1988,1096,44709.69,59307.17,162.43,1239,422,0,18.88
1989,1097,44707.76,59289.39,189.71,1825,414,0,17.25
1990,1098,44670.48,59313.69,199.55,1937,404,0,17.84
1991,1099,44718.02,59293.90,203.03,2158,418,0,16.84
1992,1100,44756.86,59323.63,195.32,1998,418,0,16.88
1993,1101,44756.86,59323.63,195.32,1998,418,0,16.88
1994,1102,44668.12,59282.72,199.08,2044,412,0,17.00
1995,1103,44742.07,59293.03,174.75,1631,417,0,16.63
1996,1113,44691.44,59298.22,189.80,1478,424,0,21.34
1997,1118,44738.29,59311.76,209.43,2811,401,0,13.92
1998,1119,44747.03,59288.78,195.56,2194,412,0,15.57
1999,1120,44742.27,59324.20,170.20,1722,411,0,14.99
2000,1121,44742.27,59324.20,170.20,1722,411,0,14.99
2001,1123,44730.81,59340.43,218.56,2401,408,0,17.59
2002,1124,44746.06,59295.02,200.96,2311,419,0,15.50
2003,1125,44746.06,59295.02,200.96,2311,419,0,15.50
2004,1126,44736.75,59308.93,189.99,2173,403,0,14.64
2005,1127,44736.75,59308.93,189.99,2173,403,0,14.64
2006,1128,44724.61,59280.29,209.76,2376,408,0,16.19
2007,1129,44719.34,59286.86,215.57,2752,401,0,15.32
2008,1130,44716.77,59343.43,176.94,1797,414,0,15.62
2009,1131,44716.77,59343.43,176.94,1797,414,0,15.62
2010,1132,44729.45,59324.16,204.46,2383,400,0,15.37
2011,1133,44712.98,59305.92,169.97,1476,427,0,17.44
2012,1134,44712.98,59305.92,169.97,1476,427,0,17.44
2013,1135,44727.99,59301.53,214.43,2332,407,0,17.50
2014,1136,44718.90,59340.98,187.23,1974,409,0,15.59
2015,1139,44718.51,59297.81,208.55,2516,409,0,15.45
2016,1140,44715.20,59296.61,194.77,1931,408,0,17.08
2017,1141,44715.20,59296.61,194.77,1931,408,0,17.08
2018,1142,44698.16,59289.33,205.56,2015,411,0,18.26
2019,1143,44722.98,59299.43,226.62,2638,398,0,17.73
2020,1144,44719.86,59293.56,184.07,1804,415,0,16.51
2021,1145,44756.75,59292.04,218.17,2466,410,0,16.98
2022,1146,44756.75,59292.04,218.17,2466,410,0,16.98
2023,1149,44684.38,59296.30,211.96,2353,420,0,17.25
2024,1150,44684.38,59296.30,211.96,2353,420,0,17.25
2025,1154,44726.99,59337.49,223.38,2720,395,0,16.07
2026,1155,44707.91,59319.72,215.53,2804,408,0,15.46
2027,1158,44687.24,59292.77,229.48,2632,391,0,17.36
2028,1159,44687.24,59292.77,229.48,2632,391,0,17.36
2029,1161,44729.75,59321.01,186.33,1651,412,0,18.32
2030,1162,44729.75,59321.01,186.33,1651,412,0,18.32
2031,1166,44720.79,59282.35,168.94,1549,419,0,16.50
2032,1167,44720.79,59282.35,168.94,1549,419,0,16.50
2033,1168,44741.59,59304.07,206.28,2663,414,0,14.83
2034,1169,44741.59,59304.07,206.28,2663,414,0,14.83
2035,1173,44717.27,59302.58,190.17,1981,404,0,15.87
2036,1174,44718.95,59280.52,185.71,1797,412,0,17.00
2037,1179,44709.41,59324.62,188.27,1778,409,0,17.38
2038,1180,44691.88,59295.69,219.88,3083,398,0,13.84
2039,1181,44691.88,59295.69,219.88,3083,398,0,13.84
2040,1183,44710.66,59302.51,190.55,2063,413,0,15.63
2041,1184,44710.66,59302.51,190.55,2063,413,0,15.63
2042,1185,44749.96,59330.92,190.95,2037,403,0,15.65
2043,1186,44782.85,59290.38,224.45,2639,405,0,17.09
2044,1187,44782.85,59290.38,224.45,2639,405,0,17.09
2045,1188,44710.26,59309.69,192.40,1792,419,0,18.46
2046,1190,44754.72,59313.72,201.46,2211,409,0,16.31
2047,1191,44711.82,59323.14,200.13,2130,405,0,16.47
2048,1192,44764.44,59324.65,213.41,2344,407,0,17.33
2049,1193,44764.44,59324.65,213.41,2344,407,0,17.33
2050,1194,44707.01,59296.10,174.31,1447,416,0,18.39
2051,1199,44730.97,59288.99,210.95,2422,408,0,16.84
2052,1200,44730.97,59288.99,210.95,2422,408,0,16.84
2053,1201,44727.30,59295.45,220.48,2641,401,0,16.08
2054,1202,44727.30,59295.45,220.48,2641,401,0,16.08
2055,1203,44717.91,59311.37,216.90,2559,408,0,16.38
2056,1204,44717.91,59311.37,216.90,2559,408,0,16.38
2057,1209,44697.90,59318.40,166.17,1458,412,0,16.68
2058,1210,44722.15,59317.98,177.37,1376,432,0,20.59
2059,1211,44722.15,59317.98,177.37,1376,432,0,20.59
2060,1216,44702.34,59345.93,220.15,2992,393,0,14.23
2061,1217,44702.34,59345.93,220.15,2992,393,0,14.23
2062,1219,44732.93,59313.85,207.71,2711,399,0,14.32
2063,1223,44720.31,59282.68,189.25,1996,411,0,16.04
2064,1224,44716.06,59338.28,203.57,2150,402,0,16.75
2065,1226,44718.69,59294.48,164.72,1527,419,0,15.82
2066,1227,44697.81,59300.97,224.40,2300,408,0,19.59
2067,1228,44697.81,59300.97,224.40,2300,408,0,19.59
2068,1230,44741.40,59285.47,197.48,2289,412,0,15.28
2069,1231,44699.70,59330.60,161.46,1327,414,0,17.36
2070,1233,44703.06,59319.11,185.50,1992,416,0,15.49
2071,1234,44706.30,59313.14,194.23,2320,413,0,14.84
2072,1235,44706.30,59313.14,194.23,2320,413,0,14.84
2073,1236,44714.35,59316.88,196.20,2217,412,0,15.40
2074,1237,44723.23,59354.83,178.37,1862,414,0,15.31
2075,1238,44731.20,59282.69,193.49,2442,404,0,13.73
2076,1242,44713.47,59305.90,210.68,2849,393,0,13.80
2077,1243,44710.70,59280.63,153.63,1257,422,0,16.83
2078,1244,44710.70,59280.63,153.63,1257,422,0,16.83
2079,1246,44697.88,59323.68,174.85,1517,416,0,17.75
2080,1247,44697.88,59323.68,174.85,1517,416,0,17.75
2081,1248,44690.46,59294.63,205.57,2064,411,0,17.87
2082,1249,44750.25,59339.14,168.87,1488,417,0,16.97
2083,1250,44745.33,59289.92,187.25,1720,410,0,17.74
2084,1252,44726.24,59304.99,232.28,3245,393,0,15.00
2085,1253,44726.24,59304.99,232.28,3245,393,0,15.00
2086,1254,44700.89,59304.76,157.32,1299,425,0,17.07
2087,1256,44714.57,59322.68,182.59,1549,418,0,18.90
2088,1257,44714.57,59322.68,182.59,1549,418,0,18.90
2089,1258,44704.69,59292.35,217.63,2263,407,0,18.75
2090,1259,44727.14,59313.21,225.38,2381,398,0,18.53
2091,1262,44746.70,59293.81,189.44,1618,417,0,19.34
2092,1263,44746.70,59293.81,189.44,1618,417,0,19.34
2093,1264,44740.74,59346.02,152.73,1329,422,0,15.81
2094,1265,44740.74,59346.02,152.73,1329,422,0,15.81
2095,1269,44681.90,59346.37,161.99,1511,414,0,15.49
2096,1270,44681.90,59346.37,161.99,1511,414,0,15.49
2097,1271,44725.91,59303.46,201.72,2487,399,0,14.28
2098,1272,44739.98,59339.43,190.52,2258,405,0,14.35
2099,1273,44739.98,59339.43,190.52,2258,405,0,14.35
2100,1274,44709.17,59294.92,165.73,1397,423,0,17.48
2101,1275,44709.17,59294.92,165.73,1397,423,0,17.48
2102,1276,44719.81,59328.75,183.75,1828,414,0,16.55
2103,1277,44719.81,59328.75,183.75,1828,414,0,16.55
2104,1279,44753.31,59308.90,163.64,1486,413,0,16.01
2105,1280,44753.31,59308.90,163.64,1486,413,0,16.01
2106,1281,44739.28,59308.94,187.69,2241,414,0,14.15
2107,1282,44739.28,59308.94,187.69,2241,414,0,14.15
2108,1283,44748.97,59327.74,175.44,1632,420,0,16.72
2109,1284,44748.97,59327.74,175.44,1632,420,0,16.72
2110,1287,44754.07,59314.09,183.88,2113,411,0,14.18
2111,1288,44670.71,59288.23,192.59,1747,415,0,18.64
2112,1290,44724.47,59289.49,195.06,1428,414,0,22.93
2113,1291,44755.20,59289.19,220.17,3032,395,0,14.41
2114,1292,44755.20,59289.19,220.17,3032,395,0,14.41
2115,1299,44724.84,59301.06,209.55,2541,395,0,15.22
2116,1302,44741.05,59310.12,200.89,1937,414,0,18.21
2117,1303,44741.05,59310.12,200.89,1937,414,0,18.21
2118,1305,44709.19,59299.78,206.44,1828,422,0,20.44
2119,1306,44709.19,59299.78,206.44,1828,422,0,20.44
2120,1308,44712.68,59310.10,231.75,3275,398,0,14.80
2121,1309,44676.21,59323.12,172.61,1445,423,0,18.32
2122,1310,44676.21,59323.12,172.61,1445,423,0,18.32
2123,1311,44745.32,59310.96,167.04,1504,419,0,16.55
2124,1312,44702.15,59336.73,234.23,3130,391,0,15.55
2125,1314,44739.07,59344.30,125.57,1034,427,0,14.29
2126,1315,44691.14,59286.23,210.84,2324,413,0,17.68
2127,1316,44691.14,59286.23,210.84,2324,413,0,17.68
2128,1318,44711.06,59311.04,168.20,1580,419,0,16.30
2129,1319,44683.72,59324.64,233.09,2966,401,0,16.42
2130,1320,44683.72,59324.64,233.09,2966,401,0,16.42
2131,1321,44750.24,59358.27,199.64,2190,415,0,16.27
2132,1326,44708.94,59301.59,176.73,1763,416,0,15.93
2133,1327,44708.94,59301.59,176.73,1763,416,0,15.93
2134,1333,44698.95,59286.43,196.74,2156,411,0,15.75
2135,1337,44736.35,59299.60,147.57,1024,421,0,19.00
2136,1341,44735.54,59296.77,172.39,2147,410,0,12.46
2137,1342,44735.54,59296.77,172.39,2147,410,0,12.46
2138,1343,44747.03,59299.26,191.35,2223,410,0,15.02
2139,1344,44747.03,59299.26,191.35,2223,410,0,15.02
2140,1346,44690.15,59291.52,228.00,2613,393,0,17.28
2141,1347,44691.98,59280.07,209.46,2180,409,0,18.24
2142,1349,44695.80,59323.84,197.57,1867,410,0,18.27
2143,1350,44695.80,59323.84,197.57,1867,410,0,18.27
2144,1351,44765.04,59305.89,209.09,2674,407,0,14.91
2145,1352,44672.59,59298.24,172.12,1636,420,0,16.17
2146,1353,44672.59,59298.24,172.12,1636,420,0,16.17
2147,1354,44731.01,59319.46,188.21,1706,420,0,18.58
2148,1355,44708.65,59313.59,206.08,2615,408,0,14.49
2149,1356,44715.96,59298.18,192.96,1817,422,0,18.04
2150,1357,44752.05,59320.26,144.88,1119,420,0,16.90
2151,1359,44736.61,59340.17,225.26,2720,392,0,16.29
2152,1360,44736.61,59340.17,225.26,2720,392,0,16.29
2153,1361,44746.87,59301.55,177.87,1358,421,0,20.39
2154,1362,44709.76,59290.61,190.93,1857,409,0,17.08
2155,1365,44723.61,59293.60,190.59,2127,416,0,15.40
2156,1366,44723.61,59293.60,190.59,2127,416,0,15.40
2157,1367,44747.51,59304.16,173.82,1505,414,0,17.61
2158,1370,44708.43,59311.04,166.03,1601,416,0,15.36
2159,1379,44708.19,59322.18,184.23,2061,415,0,14.97
2160,1383,44678.51,59304.08,169.19,1620,416,0,15.73
2161,1387,44694.90,59307.01,198.63,1898,407,0,18.04
2162,1389,44677.99,59298.48,234.71,2399,399,0,20.07
2163,1393,44732.56,59281.74,189.63,2299,401,0,13.70
2164,1394,44732.56,59281.74,189.63,2299,401,0,13.70
2165,1395,44683.33,59338.86,178.87,1749,412,0,16.12
2166,1396,44701.27,59308.15,167.87,1499,418,0,16.70
2167,1399,44674.04,59329.56,182.38,1781,416,0,16.50
2168,1400,44674.04,59329.56,182.38,1781,416,0,16.50
2169,1401,44700.86,59347.30,179.98,1529,412,0,18.51
2170,1408,44712.96,59280.06,214.93,2464,403,0,16.33
2171,1409,44705.97,59300.41,197.33,2079,409,0,16.54
2172,1413,44707.59,59289.82,159.11,1393,414,0,16.13
2173,1414,44733.47,59306.47,218.74,2526,409,0,16.67
2174,1415,44733.47,59306.47,218.74,2526,409,0,16.67
2175,1416,44739.60,59332.63,217.74,2614,415,0,17.01
2176,1418,44694.09,59310.83,186.57,1707,414,0,17.92
2177,1419,44694.09,59310.83,186.57,1707,414,0,17.92
2178,1420,44698.54,59295.26,204.05,2187,419,0,17.12
2179,1421,44698.54,59295.26,204.05,2187,419,0,17.12
2180,1423,44681.14,59310.17,178.86,1626,416,0,17.30
2181,1424,44729.78,59288.34,177.46,1778,414,0,15.62
2182,1429,44732.02,59285.35,166.36,1674,414,0,14.70
2183,1432,44715.59,59314.32,230.69,2554,399,0,18.46
2184,1433,44697.92,59324.95,200.47,2141,405,0,16.44
2185,1434,44697.77,59319.82,171.57,1788,409,0,14.57
