id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty_xy [nm]
108,2699,1286.438,1282.277,134.17,22037,98,0,1.27
109,4867,1277.288,1274.885,140.85,13906,84,0,1.77
110,4869,1270.932,1286.573,131.38,12549,112,0,1.76
111,7145,1282.907,1274.206,130.58,8283,101,0,2.28
112,4866,1276.903,1280.757,130.85,12523,109,0,1.74
113,115,1282.111,1282.262,131.26,16232,102,0,1.47
114,1070,1280.958,1279.855,137.18,25876,87,0,1.16
115,1071,1274.541,1276.2,135.15,12720,104,0,1.81
116,1072,1277.532,1283.462,132.93,24351,112,0,1.18
117,1073,1284.832,1285.38,136.16,25451,94,0,1.22
118,3126,1282.877,1283.972,136.1,27976,88,0,1.09
119,3128,1273.374,1284.813,133.23,26283,117,0,1.13
120,3129,1277.01,1283.77,131.99,26118,111,0,1.11
121,3130,1282.221,1279.851,133.09,27249,101,0,1.08
122,3131,1277.33,1276.213,134.14,27515,102,0,1.1
123,4863,1285.238,1281.084,134.27,13055,98,0,1.75
124,4864,1279.877,1285.229,132.27,9608,101,0,2.1
125,4865,1273.893,1275.201,139.47,14359,82,0,1.7
126,4868,1275.766,1276.312,136.38,13760,95,0,1.72
127,4933,1281.178,1278.318,136.51,40711,109,0,0.9
128,4934,1283.053,1275.046,136.33,20312,97,0,1.34
129,4935,1274.367,1275.717,133.88,39954,118,0,0.88
130,4936,1278.457,1284.973,135.53,41197,94,0,0.87
131,4937,1288.032,1270.614,132.84,39023,129,0,0.89
132,6922,1280.587,1286.027,134.44,9305,104,0,2.22
133,7088,1281.366,1278.306,132.17,13266,106,0,1.71
134,7142,1281.664,1281.695,130.4,8228,106,0,2.37
135,7144,1277.703,1271.947,136.8,9116,93,0,2.27
136,7146,1279.717,1280.542,135.03,9225,95,0,2.21
137,7148,1281.211,1275.777,127.4,8027,106,0,2.27
138,7147,1270.267,1267.249,137.67,9437,85,0,2.2
139,6586,1284.459,1272.78,129.77,8116,105,0,2.33
140,4167,1285.617,1283.649,137.51,19087,90,0,1.49
141,6136,1284.968,1282.538,138.8,35007,76,0,0.99
142,6137,1285.453,1270.233,135.62,17785,96,0,1.49
143,6138,1286.868,1280.274,134.24,32360,118,0,1.02
144,6139,1277.622,1282.518,138.61,34659,85,0,1.01
145,6140,1290.072,1284.907,135.92,34116,91,0,0.98
146,6588,1278.694,1274.866,128.58,8084,114,0,2.34
147,5541,1269.246,1277.986,135.08,18602,104,0,1.45
148,5538,1280.844,1277.527,137.9,19196,94,0,1.49
149,5540,1293.019,1279.634,139.39,19836,92,0,1.44
150,5543,1276.17,1278.45,136.47,19236,90,0,1.42
151,5544,1277.258,1280.422,130.72,18054,110,0,1.41
152,5545,1288.794,1284.365,134.29,18858,96,0,1.4
153,5546,1278.971,1277.954,137.74,19027,98,0,1.45
154,5536,1276.174,1280.327,133.94,18195,104,0,1.45
155,5539,1282.219,1279.255,133.56,18413,107,0,1.43
156,5542,1284.086,1287.832,132.82,18101,106,0,1.46
157,5547,1285.374,1278.661,133.03,18424,108,0,1.42
158,3041,1278.47,1275.258,135.85,16631,102,0,1.55
159,3043,1278.737,1280.352,134.37,16108,109,0,1.57
160,5015,1283.521,1290.791,131.67,6963,103,0,2.66
161,152,1281.006,1285.647,136.53,20113,101,0,1.37
162,153,1287.016,1279.092,134.17,7908,99,0,2.49
163,154,1287.166,1287.745,131.73,19343,108,0,1.35
164,155,1288.495,1281.67,133.48,19426,108,0,1.37
165,156,1274.233,1276.051,131.52,19189,114,0,1.35
166,157,1282.243,1280.028,133.47,19528,106,0,1.37
167,158,1295.519,1274.474,133.28,19629,104,0,1.35
168,1310,1273.688,1281.109,131.36,28975,123,0,1.06
169,1311,1276.876,1276.965,134.95,27368,101,0,1.12
170,1312,1283,1276.717,135.88,30968,93,0,1.04
171,1313,1272.604,1285.133,135.51,30797,102,0,1.05
172,1314,1283.741,1279.284,135.32,30533,96,0,1.1
173,1315,1283.701,1274.587,132.77,30291,107,0,1.03
174,1316,1279.652,1274.38,133.77,30071,104,0,1.05
175,1317,1282.502,1283.903,137.4,31644,87,0,1.06
176,1318,1277.529,1276.12,131.27,28878,122,0,1.07
177,1319,1280.824,1272.094,135.3,30948,99,0,1.04
178,1320,1280.105,1280.05,134.37,30508,109,0,1.05
179,3044,1275.096,1279.563,130.19,15841,105,0,1.49
180,3045,1277.991,1284.112,137.07,17772,85,0,1.46
181,3323,1276.735,1276.206,133.59,14485,100,0,1.67
182,3325,1277.852,1282.016,133.76,14519,99,0,1.64
183,3326,1283.76,1283.909,138.62,15407,84,0,1.63
184,3982,1275.649,1282.878,132.77,12369,106,0,1.82
185,3983,1275.466,1281.761,137.54,7876,89,0,2.61
186,3984,1276.893,1282.243,137.38,12970,97,0,1.84
187,3985,1276.398,1280.153,137.2,12856,100,0,1.85
188,3986,1277.833,1279.11,133.54,13061,93,0,1.76
189,3987,1281.014,1272.816,133,12502,103,0,1.8
190,5014,1272.642,1283.89,128.4,5275,98,0,3.12
191,5016,1276.537,1286.624,132.87,7556,97,0,2.51
192,638,1279.365,1267.769,142.7,14363,80,0,1.76
193,3895,1276.616,1287.725,134.89,18630,95,0,1.39
194,3897,1279.709,1280.339,132.39,17547,110,0,1.43
195,3898,1279.325,1282.282,136.32,18852,91,0,1.4
196,4640,1276.803,1280.858,136.77,30031,97,0,1.07
197,4641,1284.759,1268.693,141.09,8910,87,0,2.4
198,4642,1279.79,1286.827,130.87,27704,133,0,1.08
199,4643,1280.778,1272.42,133.23,28410,117,0,1.08
200,4894,1277.666,1272.031,133.78,26342,107,0,1.12
201,4896,1279.367,1275.708,134.07,26103,108,0,1.13
202,4897,1293.598,1284.53,133.63,26048,109,0,1.13
203,4898,1281.581,1283.157,133.33,25791,110,0,1.15
204,4899,1282.939,1281.642,133.15,25594,115,0,1.14
205,4900,1277.911,1290.133,131.36,25673,111,0,1.11
206,1407,1282.054,1272.645,134.58,23064,101,0,1.24
207,1409,1277.987,1279.708,138.4,24052,92,0,1.26
208,1410,1271.316,1277.96,133.12,22457,115,0,1.28
209,1411,1283.729,1282.306,133.2,22997,111,0,1.24
210,1414,1273.828,1265.481,133.48,22694,105,0,1.24
211,1415,1281.269,1278.46,132.81,22749,108,0,1.23
212,6247,1278.188,1270.63,137.1,15739,91,0,1.71
213,6249,1285.55,1276.794,132.78,15209,109,0,1.6
214,6869,1269.874,1274.83,131.86,22480,121,0,1.24
215,6875,1279.065,1276.797,135.28,37807,103,0,0.93
216,6876,1278.532,1285.888,135.23,37702,110,0,0.94
217,7200,1272.523,1289.829,135.01,19876,101,0,1.37
218,1400,1286.419,1274.413,135.12,22925,107,0,1.27
219,1401,1277.576,1280.59,131.99,10644,95,0,1.96
220,1402,1279.417,1280.554,135.96,23961,91,0,1.22
221,1403,1279.883,1279.227,135.87,23315,103,0,1.26
222,1404,1285.488,1284.718,130.36,22235,115,0,1.22
223,1405,1276.612,1283.394,135.61,23233,104,0,1.26
224,1408,1274.474,1282.143,133.37,23383,100,0,1.21
225,1412,1284.581,1281.514,134.03,22469,113,0,1.27
226,1413,1276.888,1281.297,134.07,23175,100,0,1.23
227,1416,1286.834,1280.271,135.16,23583,92,0,1.22
228,1417,1281.935,1276.421,135.84,23296,98,0,1.25
229,6248,1280.123,1277.811,128.71,14676,116,0,1.56
230,6868,1281.577,1280.483,135.12,37694,110,0,0.93
231,6870,1268.411,1294.946,136.56,38127,99,0,0.94
232,6871,1274.195,1280.626,134.47,37456,111,0,0.94
233,6872,1284.066,1277.058,135.08,38364,99,0,0.92
234,6873,1286.096,1275.69,131.55,36459,124,0,0.93
235,6874,1284.789,1281.555,137.92,40029,77,0,0.92
236,1406,1281.472,1288.355,138.58,23870,90,0,1.26
237,6246,1287.237,1283.761,134.78,15969,96,0,1.57
238,3824,1273.133,1279.769,132.54,25788,116,0,1.13
239,3825,1285.663,1271.8,131.35,18396,117,0,1.38
240,3826,1287.023,1280.082,134.26,26230,117,0,1.14
241,3827,1282.488,1287.127,134.53,26616,109,0,1.13
242,3828,1282.362,1285.076,131.16,25270,130,0,1.14
243,3829,1281.631,1272.396,135.5,27226,98,0,1.11
244,3916,1274.515,1283.946,134.17,18168,102,0,1.41
245,3917,1276.059,1285.663,132.92,17711,111,0,1.44
246,3918,1278.471,1279.006,137.08,19167,89,0,1.39
247,3919,1269.014,1282.431,135.13,18614,99,0,1.41
248,3920,1262.893,1279.488,134.24,18277,109,0,1.42
249,3921,1284.1,1276.908,132.35,17729,114,0,1.42
250,3922,1275.737,1287.745,135.72,18498,102,0,1.43
251,3923,1279.443,1286.779,135.61,18962,95,0,1.39
252,3924,1274.129,1275.466,133.88,18132,106,0,0.96
253,3925,1282.97,1275.762,135.12,18250,102,0,1.43
254,3926,1283.821,1281.068,133.02,18088,112,0,1.42
255,3927,1280,1272.936,129.58,16927,124,0,1.44
256,3928,1285.847,1271.666,132.12,17987,105,0,1.39
257,3929,1286.518,1269.898,132.44,17682,113,0,1.44
258,3931,1284.213,1278.402,134.11,18335,101,0,1.4
259,3932,1285.138,1274.786,131.99,17959,115,0,1.41
260,3933,1283.189,1277.007,134.59,18526,101,0,1.4
261,3934,1274.95,1278.993,132.88,18133,103,0,1.84
262,3935,1268.325,1276.814,138.42,19503,84,0,1.4
263,3936,1279.74,1278.366,135.05,18580,100,0,1.4
264,4272,1277.286,1272.357,135.36,22922,100,0,1.24
265,4274,1270.738,1282.842,130.25,21339,129,0,1.26
266,4275,1270.461,1273.016,130.2,21638,128,0,1.24
267,4276,1276.614,1271.932,134.67,23183,102,0,1.22
268,4277,1289.915,1286.359,137.21,23095,98,0,1.26
269,4278,1285.844,1278.788,138.08,24199,83,0,1.21
270,5322,1274.649,1282.587,135.96,11269,90,0,2.02
271,5324,1273.182,1277.167,136.36,11389,88,0,1.93
272,5876,1284.106,1282.051,132.92,7013,100,0,2.77
273,5878,1285.801,1269.822,135.6,7180,101,0,2.69
274,5880,1277.216,1269.535,133.79,7111,97,0,2.63
275,3914,1286.9,1276.967,133.18,18255,103,0,1.39
276,3915,1281.839,1292.951,135.75,18331,88,0,1.41
277,3930,1286.691,1277.995,138.79,19149,95,0,1.43
278,5323,1277.154,1265.584,131.82,4997,94,0,3.29
279,5325,1287.751,1274.963,131.68,10676,102,0,1.94
280,5879,1285.408,1275.209,131.28,7045,100,0,2.57
281,2748,1277.901,1271.714,133.48,24946,109,0,1.17
282,2750,1276.64,1278.006,134.52,25986,97,0,1.14
283,2751,1287.78,1279.875,133.92,24970,110,0,1.19
284,7404,1283.577,1272.492,132.72,18489,107,0,1.4
285,6493,1258.172,1278.025,141.62,6708,83,0,2.91
286,2683,1276.483,1281.226,139.32,15295,90,0,1.65
287,2685,1268.149,1286.254,130.96,13746,114,0,1.72
288,5284,1276.399,1279.37,133.76,23561,103,0,1.2
289,5285,1274.713,1276.357,135.11,21389,99,0,1.29
290,5286,1278.333,1282.403,133.47,22658,110,0,1.23
291,5287,1282.459,1278.538,134.87,23396,99,0,1.21
292,5288,1284.912,1279.786,133.75,23282,106,0,1.21
293,5289,1282.341,1276.333,135.25,23630,102,0,1.21
294,5290,1276.503,1280.762,130.61,22323,124,0,1.22
295,5291,1279.048,1282.043,134.53,23077,108,0,1.23
296,6490,1279.291,1280.887,131.74,5711,94,0,2.98
297,6491,1278.379,1272.916,128.1,5306,98,0,3.11
298,6492,1283.046,1285.84,135.57,6170,91,0,2.93
299,6981,1267.779,1292.692,133.34,18101,103,0,1.4
300,6983,1277.857,1284.405,133.11,17639,107,0,1.41
301,6984,1275.177,1277.199,130.21,16886,120,0,1.45
302,6985,1276.746,1279.669,132.84,18090,104,0,1.4
303,5207,1274.064,1277.03,128.54,7338,107,0,2.49
304,5999,1278.703,1285.57,129.77,16028,117,0,1.5
305,6000,1276.846,1276.985,134.66,22677,103,0,1.26
306,6001,1282.642,1281.012,133.49,22761,110,0,1.25
307,6005,1281.806,1281.367,131.25,22114,111,0,1.24
308,6006,1284.655,1280.799,134.64,23023,89,0,1.23
309,6007,1286.796,1274.735,137.32,23530,97,0,1.27
310,6009,1282.915,1276.434,135.38,22760,104,0,1.27
311,6010,1289.334,1284.409,135.88,23724,87,0,1.22
312,6011,1279.419,1285.55,131.29,21388,122,0,1.27
313,6850,1278.399,1285.341,137.24,11507,93,0,1.98
314,5206,1286.04,1281.116,136.61,37958,98,0,0.94
315,5208,1282.611,1279.414,137.22,38220,93,0,0.95
316,5209,1280.716,1278.095,133.46,36762,112,0,0.94
317,5210,1287.871,1281.754,134.97,37181,102,0,0.94
318,5211,1279.073,1287.018,134.51,37200,105,0,0.94
319,5998,1275.802,1274.044,134.69,23229,90,0,1.21
320,6002,1270.605,1289.713,135.8,23541,92,0,1.24
321,6003,1276.945,1279.771,135.02,22773,105,0,1.27
322,6004,1281.788,1279.232,135.33,23237,96,0,1.24
323,6008,1270.309,1282.678,135.32,23253,98,0,1.24
324,6012,1286.044,1283.19,136.88,23685,91,0,1.24
325,6848,1282.038,1275.356,128.2,9142,114,0,2.14
326,709,1277.753,1281.219,135.86,28156,100,0,1.11
327,713,1284.064,1270.911,136.51,28673,89,0,1.13
328,1834,1276.847,1285.245,137.44,22499,92,0,1.29
329,2911,1285.528,1273.279,132.86,12866,101,0,1.75
330,2913,1298.414,1283.809,137.42,20046,92,0,1.39
331,2914,1277.625,1278.013,138.25,20702,80,0,1.35
332,2915,1276.176,1287.869,132.86,18911,104,0,1.38
333,2916,1274.702,1274.784,132.41,19271,107,0,1.36
334,5278,1288.184,1276.338,135.5,9854,96,0,2.15
335,5279,1284.443,1279.139,133.29,28655,104,0,1.07
336,5280,1273.901,1284.691,134.38,27884,118,0,1.12
337,5281,1277.493,1277.639,132.61,27728,115,0,1.09
338,5282,1280.79,1275.789,131.6,26855,117,0,1.11
339,6418,1284.381,1282.542,138.3,18261,80,0,1.49
340,6419,1276.715,1286.125,139.41,10906,85,0,2.07
341,6420,1274.326,1283.069,130.09,15587,121,0,1.54
342,6422,1271.914,1275.432,130.8,16049,115,0,1.51
343,6424,1282.776,1278.525,132.67,16569,110,0,1.5
344,6426,1279.261,1285.337,135.73,16808,102,0,1.53
345,6427,1282.769,1283.137,130.7,16009,110,0,1.5
346,6428,1288.439,1282.59,133.08,16551,108,0,1.51
347,6429,1279.5,1278.956,133.46,17038,101,0,1.47
348,6430,1280.62,1285.423,133.46,16362,111,0,1.54
349,6431,1276.378,1287.728,134.54,16987,96,0,1.52
350,6432,1280.046,1283.15,134.07,16875,104,0,1.5
351,6433,1281.23,1286.554,134.54,16894,99,0,1.5
352,2910,1282.849,1281.994,135.2,19332,106,0,1.4
353,2912,1278.066,1285.324,134.09,19008,103,0,1.41
354,2917,1288.222,1275.583,132.87,18980,109,0,1.38
355,5277,1271.219,1271.748,135.19,28730,98,0,1.09
356,6421,1280.989,1276.936,133.01,16932,102,0,1.48
357,6425,1283.533,1285.21,135.15,16853,105,0,1.53
358,6434,1276.929,1273.359,132.3,15946,115,0,1.55
359,6435,1281.162,1279.613,129.54,16176,104,0,1.46
360,6436,1278.598,1273.423,132.09,16699,101,0,1.49
361,711,1271.147,1283.712,136.34,33962,104,0,1.01
362,6423,1276.327,1284.762,128.4,16171,109,0,1.45
363,681,1284.867,1288.618,134.68,10430,92,0,2.06
364,675,1275.476,1287.491,129.51,9576,106,0,2.08
365,682,1279.633,1289.186,132.32,9595,101,0,2.13
366,685,1276.236,1279.999,131.79,9390,110,0,2.18
367,1062,1282.362,1284.63,134.53,10308,96,0,2.15
368,1875,1282.997,1289.376,132.89,15572,111,0,1.58
369,6852,1279.907,1277.005,129.34,13051,114,0,1.7
370,6858,1270.418,1287.143,133.48,13590,106,0,1.72
371,6856,1282.939,1295.887,131.78,13142,109,0,1.73
372,677,1284.447,1289.966,135.21,9607,101,0,2.2
373,678,1284.465,1275.712,137.07,10364,91,0,2.1
374,679,1282.918,1273.723,129.41,9152,112,0,2.16
375,683,1284.519,1281.942,138.49,10585,85,0,2.14
376,684,1273.189,1277.433,135.36,10104,94,0,2.08
377,686,1284.837,1277.791,133.49,9760,102,0,2.13
378,687,1280.085,1284.993,134.18,9716,101,0,2.15
379,688,1278.596,1277.899,132.06,10161,100,0,2.03
380,1057,1274.108,1283.832,132.51,9964,102,0,2.08
381,1059,1281.614,1283.781,128.41,9498,110,0,2.13
382,1060,1282.342,1277.549,129.02,9529,113,0,2.09
383,1061,1274.194,1287.651,132.48,9925,107,0,2.1
384,1063,1272.56,1269.65,131.67,10002,101,0,2.05
385,1064,1278.088,1280.603,126.66,9176,116,0,2.12
386,1877,1273.275,1276.669,133.57,15978,103,0,1.58
387,1878,1285.99,1284.285,130.23,15450,113,0,1.53
388,1879,1284.934,1275.009,134.01,16395,98,0,1.51
389,1880,1280.622,1278.829,130.98,15002,117,0,1.58
390,6851,1280.796,1278.062,134.97,14120,91,0,1.67
391,6853,1286.527,1279.72,137.19,14047,97,0,1.74
392,6854,1278.298,1284.808,142.25,15679,74,0,1.7
393,6855,1283.912,1280.08,133.77,13405,109,0,1.74
394,6857,1279.972,1274.811,135.49,13773,96,0,1.72
395,6859,1282.447,1265.943,140.45,14581,91,0,1.75
396,2139,1273.495,1276.77,132.77,21516,118,0,1.31
397,5961,1279.15,1278.745,131.83,13829,102,0,1.69
398,2145,1281.156,1284.608,133.91,21897,107,0,1.29
399,4884,1282.204,1279.101,136.45,21387,105,0,1.36
400,815,1286.577,1283.157,135.35,33202,105,0,1.02
401,817,1274.642,1279.238,134.89,32818,99,0,0.95
402,818,1280.257,1271.729,133.39,32587,105,0,1.03
403,819,1274.424,1280.564,136.06,33431,92,0,1.02
404,820,1279.845,1280.046,135.44,33311,101,0,1.02
405,821,1281.481,1285.672,134.11,33002,106,0,1.04
406,2141,1278.461,1282.04,135.66,22346,109,0,1.34
407,2142,1280.716,1287.928,133.56,22597,102,0,1.28
408,2148,1281.385,1282.64,135.35,22443,98,0,1.28
409,4883,1267.702,1277.837,134.95,22834,101,0,1.27
410,5960,1273.23,1281.521,132.23,18133,109,0,1.46
411,6215,1280.033,1280.997,133.04,25501,115,0,1.17
412,6799,1273.413,1283.67,135.16,29303,108,0,1.1
413,6800,1286.276,1288.183,134.58,22447,104,0,1.28
414,6802,1284.372,1277.279,134.67,29137,106,0,1.1
415,6803,1279.353,1281.435,134.41,29309,110,0,1.09
416,6804,1279.542,1279.16,136.69,30333,94,0,1.09
417,6805,1280.658,1286.066,137.66,30838,83,0,1.08
418,812,1282.068,1277.677,134.71,32719,108,0,1.03
419,814,1284.791,1276.627,133.49,32255,113,0,1.04
420,816,1282.47,1282.444,134.61,32652,107,0,1.05
421,822,1280.264,1278.637,136.84,34363,93,0,1.01
422,823,1277.835,1275.925,134.44,32689,110,0,1.03
423,824,1291.095,1281.884,133.93,32422,115,0,1.03
424,2143,1287.189,1277.503,137.26,23084,98,0,1.32
425,2144,1288.247,1283.818,134.56,22604,97,0,1.26
426,2146,1272.538,1277.341,133.54,22192,112,0,1.28
427,2147,1285.598,1286.172,133.01,21864,114,0,1.29
428,4885,1276.465,1277.392,131.79,21574,121,0,1.29
429,5962,1281.58,1281.627,132.2,17856,112,0,1.45
430,5963,1286.42,1278.123,132.69,18789,102,0,1.4
431,6212,1283.724,1268.673,134.12,25719,116,0,1.19
432,6213,1273.541,1275.118,135.54,7532,96,0,2.68
433,6214,1276.429,1279.389,133.12,26119,106,0,1.15
434,6801,1274.722,1277.579,137.4,30240,97,0,1.1
435,1401,1282.216,1279.434,127.95,5239,100,0,3.11
436,1403,1279.375,1278.989,131.67,19570,124,0,1.37
437,1404,1274.575,1277.755,135.21,20656,105,0,1.27
438,1405,1274.985,1290.685,137.45,21357,90,0,1.35
439,1407,1268.041,1282.978,133.82,20419,106,0,1.35
440,1409,1281.658,1277.902,134.08,20646,101,0,1.34
441,6199,1278.607,1281.751,135.95,21001,89,0,1.34
442,6200,1282.824,1274.891,136.6,22879,89,0,1.28
443,6741,1281.109,1279.414,137.25,16045,88,0,1.59
444,7411,1277.377,1283.533,137.22,23276,91,0,1.27
445,7413,1282.539,1281.165,132.93,21814,110,0,1.28
446,7416,1278.357,1275.35,133.83,21733,114,0,1.31
447,7421,1283.346,1278.565,131.31,21215,126,0,1.31
448,7423,1283.298,1279.301,136.67,22844,97,0,1.32
449,7427,1286.905,1277.669,136.48,22830,102,0,1.3
450,1402,1289.325,1282.507,133.58,19724,113,0,1.36
451,1408,1279.349,1278.961,133.54,20347,97,0,1.36
452,1410,1273.456,1283.129,137.91,21692,85,0,1.32
453,6198,1279.409,1285.056,138.63,23257,78,0,1.31
454,6201,1281.953,1275.717,133.43,21209,108,0,1.31
455,6202,1276.429,1280.634,135.68,21973,95,0,1.3
456,7007,1286.274,1275.457,135.2,46216,111,0,0.84
457,7414,1275.957,1277.146,134.21,22721,101,0,1.26
458,7415,1281.996,1273.629,135.95,23204,94,0,1.26
459,7417,1275.989,1283.138,134.61,22583,100,0,1.28
460,7418,1282.389,1285.697,135.89,22962,98,0,1.28
461,7419,1275.015,1279.613,134.5,22311,102,0,1.28
462,7420,1283.952,1282.616,133.61,22289,102,0,1.26
463,7422,1285.096,1282.365,133.6,22035,108,0,1.3
464,7424,1278.456,1276.038,130.52,21766,114,0,1.25
465,7425,1275.268,1284.54,138,23496,90,0,1.28
466,7426,1280.05,1273.433,136.5,23203,93,0,1.27
467,1400,1278.423,1284.707,135.33,20865,91,0,1.33
468,1406,1277.376,1276.049,135.2,20709,101,0,1.35
469,3230,1274.103,1283.482,132.25,9941,102,0,2.08
470,7005,1269.776,1279.181,142.17,13370,83,0,1.87
471,3227,1275.301,1274.586,133.67,9951,98,0,2.17
472,3228,1282.666,1281.215,134.81,10089,89,0,2.08
473,3229,1280.567,1278.557,128.42,8948,117,0,2.18
474,3231,1276.334,1274.016,137.63,10491,94,0,2.16
475,3234,1278.867,1282.124,135.37,9919,99,0,2.19
476,3917,1273.717,1284.717,137.53,29218,89,0,1.09
477,3919,1275.818,1280.028,133.46,27544,107,0,1.1
478,3920,1280.237,1280.527,135.15,28339,97,0,1.08
479,4886,1286.666,1288.824,135.3,24718,99,0,1.2
480,4888,1288.424,1277.756,137,24939,90,0,1.2
481,4889,1275.05,1277.925,133.4,24126,104,0,1.19
482,4890,1282.275,1284.516,132.62,23630,109,0,1.2
483,4891,1279.286,1277.666,131.3,23278,118,0,1.2
484,4892,1292.13,1280.384,135.51,23884,106,0,1.22
485,4893,1277.837,1275.743,134.05,24156,108,0,1.25
486,4894,1275.814,1279.644,137.3,24789,89,0,1.21
487,6507,1279.884,1279.492,132.12,24342,112,0,1.18
488,6509,1279.649,1288.976,135.18,24713,104,0,1.2
489,6510,1278.499,1288.046,135.88,25330,93,0,1.17
490,6511,1272.157,1282.858,135.07,25079,101,0,1.18
491,6513,1284.073,1278.011,137.49,25283,97,0,1.24
492,6996,1279.164,1282.934,130.4,11380,116,0,1.92
493,6997,1275.476,1282.005,136.32,8802,90,0,2.33
494,6998,1280.093,1285.728,132.22,11687,113,0,1.9
495,6999,1276.481,1282.412,134.72,12359,98,0,1.84
496,7001,1281.151,1280.419,130.03,11571,105,0,1.83
497,7002,1278.983,1276.917,135.07,12140,100,0,1.91
498,7003,1277.421,1274.128,135.12,12770,93,0,1.79
499,7004,1276.453,1278.147,131.85,12091,98,0,1.86
500,7008,1281.634,1276.92,133.57,11668,109,0,1.92
501,7009,1286.893,1276.86,134.64,12199,100,0,1.86
502,3225,1275.449,1283.585,138.55,10149,97,0,2.2
503,3233,1273.905,1284.498,134.31,9932,94,0,2.1
504,3235,1271.251,1288.226,142.36,11052,82,0,2.12
505,3236,1275.659,1292.897,130.38,9164,112,0,2.19
506,6512,1286.047,1284.498,135.1,24838,103,0,1.19
507,7000,1280.599,1290.14,131.55,11432,114,0,1.92
508,7010,1282.235,1284.382,130.2,11500,109,0,1.85
509,2560,1283.5,1285.866,134.43,17648,96,0,1.45
510,3254,1279.914,1286.324,132.65,14629,107,0,1.63
511,3265,1283.418,1287.08,138.25,16028,85,0,1.59
512,4809,1282.722,1270.278,134.14,8970,99,0,2.28
513,340,1270.501,1281.309,133.71,16018,97,0,1.56
514,2554,1276.895,1280.506,132.84,16976,107,0,1.48
515,2555,1275.913,1288.37,136.08,13549,97,0,1.76
516,2556,1280.218,1271.783,135.99,17955,89,0,1.45
517,2557,1278.026,1285.505,137.44,17646,88,0,1.52
518,2558,1280.668,1281.885,133.47,16997,102,0,1.48
519,2559,1274.702,1277.995,132.5,16790,108,0,1.49
520,2561,1281.527,1275.045,132.37,16752,113,0,1.49
521,2562,1279.771,1283.316,132.72,17173,99,0,1.48
522,2563,1278.293,1270.471,132.95,17525,100,0,1.44
523,3256,1277.314,1285.855,133.72,14867,103,0,1.61
524,3257,1286.791,1275.936,139.51,16283,86,0,1.6
525,3258,1283.433,1281.246,132.13,14674,110,0,1.62
526,3259,1280.132,1274.277,133.48,15076,104,0,1.6
527,3260,1273.452,1279.294,140.05,16036,92,0,1.64
528,3261,1279.838,1269.202,132.55,14410,110,0,1.64
529,3262,1273.359,1281.058,132.72,14342,112,0,1.65
530,3263,1285.941,1273.776,134.5,15295,96,0,1.65
531,3264,1283.588,1281.074,133.23,14625,106,0,1.64
532,3266,1281.731,1277.718,136.69,15618,100,0,1.62
533,3435,1279.868,1280.181,128.81,11369,109,0,1.87
534,3436,1286.193,1279.124,134.23,17443,103,0,1.47
535,4798,1282.332,1281.576,133.9,9014,104,0,2.36
536,4800,1280.055,1278.056,123.29,7724,120,0,2.28
537,4801,1272.225,1282.418,136.69,9602,97,0,2.27
538,4803,1275.134,1278.749,140.06,9872,91,0,2.34
539,4804,1286.273,1285.161,127.48,8355,105,0,2.24
540,4805,1274.282,1268.957,135.89,9675,89,0,2.16
541,4806,1276.863,1285.533,132.96,9295,99,0,2.18
542,4808,1272.376,1280.704,136.93,9392,98,0,2.27
543,4802,1283.399,1279.002,137.01,9364,96,0,2.26
544,917,1280.452,1273.448,137.43,27358,93,0,1.13
545,918,1271.841,1281.611,136.43,26133,103,0,1.16
546,919,1287.574,1282.007,132.82,25831,112,0,1.13
547,920,1280.203,1283.675,131.07,24627,126,0,1.15
548,921,1272.705,1286.209,130.74,24888,124,0,1.14
549,922,1277.098,1275.452,137.96,28081,76,0,1.1
550,923,1273.095,1284.531,136.87,27316,86,0,1.12
551,3357,1285.148,1277.095,133.46,28319,116,0,1.08
552,3358,1288.571,1272.48,133.4,14012,95,0,1.64
553,3359,1284.735,1274.655,135.01,29086,106,0,1.07
554,3361,1281.291,1290.979,134.34,28931,104,0,1.11
555,3362,1280.658,1282.95,135.49,29185,111,0,1.08
556,3666,1268.459,1279.442,134.74,14877,87,0,1.59
557,7025,1283.908,1281.331,133.68,24386,113,0,1.16
558,914,1276.612,1276.803,138.29,27289,84,0,1.13
559,916,1278.726,1286.83,136.04,26524,99,0,1.14
560,3360,1277.229,1277.355,134.4,28438,108,0,1.08
561,7082,1276.906,1281.779,136.09,16166,94,0,1.54
562,4284,1277.769,1280.556,131.71,7469,104,0,2.51
563,4285,1282.507,1276.668,134.42,24507,111,0,1.19
564,5941,1283.445,1276.299,135.13,8789,93,0,2.38
565,5942,1287.253,1271.42,135.63,7424,95,0,2.68
566,5948,1277.064,1280.469,135.47,17995,95,0,1.43
567,5950,1274.819,1282.319,133.87,17073,101,0,1.46
568,5951,1279.065,1283.5,137.47,18280,91,0,1.43
569,5952,1282.584,1281.443,135.39,17713,95,0,1.53
570,5953,1282.452,1279.716,133.32,17473,104,0,1.53
571,5954,1282.603,1280.98,133.33,17886,92,0,1.39
572,5667,1288.734,1280.909,132.34,5229,93,0,3.19
573,5680,1283.222,1288.896,132.84,15878,105,0,1.52
