id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty_xy [nm]
465,7425,1281.448,1279.025,138,23496,90,0,1.28
466,7426,1282.319,1280.806,136.5,23203,93,0,1.27
467,1400,1281.781,1283.526,135.33,20865,91,0,1.33
468,1406,1282.556,1282.816,135.2,20709,101,0,1.35
469,3230,1274.253,1281.373,132.25,9941,102,0,2.08
470,7005,1274.632,1282.512,142.17,13370,83,0,1.87
471,3227,1281.032,1279.95,133.67,9951,98,0,2.17
472,3228,1277.407,1282.568,134.81,10089,89,0,2.08
473,3229,1279.934,1279.261,128.42,8948,117,0,2.18
474,3231,1275.115,1280.065,137.63,10491,94,0,2.16
475,3234,1281.725,1281.351,135.37,9919,99,0,2.19
476,3917,1279.745,1280.428,137.53,29218,89,0,1.09
477,3919,1279.542,1280.834,133.46,27544,107,0,1.1
478,3920,1279.032,1279.329,135.15,28339,97,0,1.08
479,4886,1279.826,1282.229,135.3,24718,99,0,1.2
480,4888,1281.48,1280.832,137,24939,90,0,1.2
481,4889,1278.528,1280.52,133.4,24126,104,0,1.19
482,4890,1279.775,1281.386,132.62,23630,109,0,1.2
483,4891,1278.774,1279.791,131.3,23278,118,0,1.2
484,4892,1280.728,1279.167,135.51,23884,106,0,1.22
485,4893,1280.715,1278.327,134.05,24156,108,0,1.25
486,4894,1280.091,1281.017,137.3,24789,89,0,1.21
487,6507,1280.08,1281.405,132.12,24342,112,0,1.18
488,6509,1278.592,1279.718,135.18,24713,104,0,1.2
489,6510,1279.577,1280.62,135.88,25330,93,0,1.17
490,6511,1278.337,1282.348,135.07,25079,101,0,1.18
491,6513,1276.93,1282.259,137.49,25283,97,0,1.24
492,6996,1279.001,1281.388,130.4,11380,116,0,1.92
493,6997,1277.898,1283.779,136.32,8802,90,0,2.33
494,6998,1278.446,1283.64,132.22,11687,113,0,1.9
495,6999,1281.559,1282.022,134.72,12359,98,0,1.84
496,7001,1280.387,1280.669,130.03,11571,105,0,1.83
497,7002,1282.479,1280.911,135.07,12140,100,0,1.91
498,7003,1278.497,1280.146,135.12,12770,93,0,1.79
499,7004,1279.69,1277.815,131.85,12091,98,0,1.86
500,7008,1279.799,1282.225,133.57,11668,109,0,1.92
501,7009,1278.58,1281.753,134.64,12199,100,0,1.86
502,3225,1280.738,1284.898,138.55,10149,97,0,2.2
503,3233,1280.404,1285.049,134.31,9932,94,0,2.1
504,3235,1277.755,1284.216,142.36,11052,82,0,2.12
505,3236,1279.025,1288.656,130.38,9164,112,0,2.19
506,6512,1279.31,1283.51,135.1,24838,103,0,1.19
507,7000,1279.773,1284.702,131.55,11432,114,0,1.92
508,7010,1281.324,1281.099,130.2,11500,109,0,1.85
509,2560,1281.306,1281.106,134.43,17648,96,0,1.45
510,3254,1283.643,1281.806,132.65,14629,107,0,1.63
511,3265,1280.798,1281.055,138.25,16028,85,0,1.59
512,4809,1285.244,1278.431,134.14,8970,99,0,2.28
513,340,1280.645,1285.278,133.71,16018,97,0,1.56
514,2554,1278.256,1280.071,132.84,16976,107,0,1.48
515,2555,1279.253,1284.301,136.08,13549,97,0,1.76
516,2556,1281.792,1276.588,135.99,17955,89,0,1.45
517,2557,1276.807,1278.147,137.44,17646,88,0,1.52
518,2558,1279.866,1279.393,133.47,16997,102,0,1.48
519,2559,1280.483,1277.661,132.5,16790,108,0,1.49
520,2561,1279.626,1280.793,132.37,16752,113,0,1.49
521,2562,1279.116,1278.803,132.72,17173,99,0,1.48
522,2563,1279.514,1282.115,132.95,17525,100,0,1.44
523,3256,1276.743,1278.674,133.72,14867,103,0,1.61
524,3257,1278.647,1279.589,139.51,16283,86,0,1.6
525,3258,1278.711,1279.714,132.13,14674,110,0,1.62
526,3259,1280.337,1278.617,133.48,15076,104,0,1.6
527,3260,1280.096,1276.973,140.05,16036,92,0,1.64
528,3261,1279.41,1282.451,132.55,14410,110,0,1.64
529,3262,1280.071,1279.279,132.72,14342,112,0,1.65
530,3263,1282.459,1279.147,134.5,15295,96,0,1.65
531,3264,1279.543,1278.015,133.23,14625,106,0,1.64
532,3266,1278.709,1281.244,136.69,15618,100,0,1.62
533,3435,1278.883,1278.742,128.81,11369,109,0,1.87
534,3436,1279.646,1280.471,134.23,17443,103,0,1.47
535,4798,1278.009,1282.226,133.9,9014,104,0,2.36
536,4800,1277.838,1277.818,123.29,7724,120,0,2.28
537,4801,1280.101,1280.704,136.69,9602,97,0,2.27
538,4803,1277.82,1277.192,140.06,9872,91,0,2.34
539,4804,1282.33,1279.102,127.48,8355,105,0,2.24
540,4805,1280.647,1276.615,135.89,9675,89,0,2.16
541,4806,1283.266,1279.229,132.96,9295,99,0,2.18
542,4808,1276.923,1277.749,136.93,9392,98,0,2.27
543,4802,1276.086,1281.924,137.01,9364,96,0,2.26
544,917,1281.091,1279.585,137.43,27358,93,0,1.13
545,918,1280.813,1282.063,136.43,26133,103,0,1.16
546,919,1279.327,1278.856,132.82,25831,112,0,1.13
547,920,1280.777,1281.801,131.07,24627,126,0,1.15
548,921,1279.985,1280.159,130.74,24888,124,0,1.14
549,922,1278.493,1279.614,137.96,28081,76,0,1.1
550,923,1279.655,1283.279,136.87,27316,86,0,1.12
551,3357,1280.242,1281.245,133.46,28319,116,0,1.08
552,3358,1282.259,1280.261,133.4,14012,95,0,1.64
553,3359,1279.981,1281.482,135.01,29086,106,0,1.07
554,3361,1281.739,1280.784,134.34,28931,104,0,1.11
555,3362,1280.389,1277.247,135.49,29185,111,0,1.08
556,3666,1282.716,1277.918,134.74,14877,87,0,1.59
557,7025,1279.192,1278.707,133.68,24386,113,0,1.16
558,914,1275.667,1278.673,138.29,27289,84,0,1.13
559,916,1278.293,1280.701,136.04,26524,99,0,1.14
560,3360,1279.172,1277.562,134.4,28438,108,0,1.08
561,7082,1275.284,1278.719,136.09,16166,94,0,1.54
562,4284,1279.948,1279.43,131.71,7469,104,0,2.51
563,4285,1275.741,1279.358,134.42,24507,111,0,1.19
564,5941,1283.387,1278.723,135.13,8789,93,0,2.38
565,5942,1279.979,1281.482,135.63,7424,95,0,2.68
566,5948,1279.835,1282.128,135.47,17995,95,0,1.43
567,5950,1278.478,1278.994,133.87,17073,101,0,1.46
568,5951,1281.408,1280.921,137.47,18280,91,0,1.43
569,5952,1283.201,1280.62,135.39,17713,95,0,1.53
570,5953,1281.239,1277.617,133.32,17473,104,0,1.53
571,5954,1281.222,1279.703,133.33,17886,92,0,1.39
572,5667,1281.802,1283,132.34,5229,93,0,3.19
573,5680,1279.322,1282.664,132.84,15878,105,0,1.52
574,7410,1278.445,1280.639,132.76,22336,107,0,1.23
575,5362,1280.952,1276.533,132.58,17420,103,0,1.42
576,5363,1279.537,1279.557,133.53,18341,96,0,1.38
577,5364,1281.084,1277.551,131.3,16820,119,0,1.48
578,5365,1279.481,1277.689,134.87,17970,99,0,1.43
579,5366,1281.441,1279.511,132.57,17537,106,0,1.43
580,5367,1281.906,1282.862,134.22,17863,99,0,1.42
581,5368,1278.411,1280.827,130.57,16613,117,0,1.46
582,5369,1277.206,1277.425,135.64,17734,103,0,1.47
583,5370,1282.548,1277.734,134.96,17863,104,0,1.45
584,5666,1281.685,1280.678,134.55,16111,97,0,1.52
585,5668,1279.391,1280.93,135.95,16402,99,0,1.49
586,5669,1280.232,1277.444,132.52,15665,109,0,1.54
587,5670,1281.23,1282.994,135.94,16257,101,0,1.62
588,5671,1278.934,1282,133.95,16193,102,0,1.52
589,5672,1274.338,1277.777,131.71,15393,111,0,1.55
590,5673,1281.766,1278.414,130.9,15512,112,0,1.52
591,5674,1282.854,1279.824,134.58,16195,99,0,1.52
592,5675,1285.029,1280.699,131.39,15405,114,0,1.54
593,5676,1283.19,1282.112,137.55,16574,91,0,1.54
594,5677,1279.362,1281.874,134.15,16071,105,0,1.54
595,5678,1279.641,1279.974,134.06,16233,99,0,1.61
596,5679,1280.793,1278.553,129.73,15530,107,0,1.49
597,5681,1282.396,1276.851,133.55,15935,107,0,1.54
598,5682,1282.767,1281.189,137.84,16864,94,0,1.53
599,5683,1280.106,1278.909,129.47,14872,122,0,1.56
600,5685,1278.946,1277.519,138.46,16661,94,0,1.56
601,5686,1284.199,1283.227,139.39,17417,82,0,1.5
602,5687,1278.111,1281.705,137.55,16757,92,0,1.53
603,5688,1276.416,1282.291,136.43,16681,90,0,1.51
604,5689,1282.285,1281.343,132.68,16079,95,0,1.49
605,7407,1279.955,1279.188,134.44,23047,97,0,1.22
606,7408,1279.781,1282.44,136.02,14700,97,0,1.64
607,7409,1283.148,1281.676,136.02,23039,104,0,1.25
608,5360,1276.964,1278.664,133.65,17731,97,0,1.41
609,5684,1277.733,1275.38,130.89,15052,117,0,1.57
610,1412,1278.745,1278.137,132.4,19412,109,0,1.34
611,1414,1280.365,1280.394,133.95,23466,113,0,1.25
612,1415,1281.507,1281.837,138.14,24905,90,0,1.24
613,1416,1281.288,1280.892,137.95,25234,83,0,1.24
614,1419,1282.366,1279.36,135.02,24576,95,0,1.21
615,1420,1279.48,1279.945,133.77,23568,104,0,1.22
616,4329,1279.881,1280.811,137.15,9225,102,0,2.36
617,4330,1280.631,1281.042,136.12,9063,100,0,2.35
618,4332,1278.98,1281.23,134.76,9278,98,0,2.31
619,4334,1281.969,1281.804,140.97,9823,82,0,2.29
620,4339,1282.402,1281.332,134.68,9148,93,0,2.26
621,4340,1280.519,1281.115,140.68,9561,87,0,2.34
622,4343,1278.297,1281.393,134.38,9381,93,0,2.2
623,4646,1276.343,1281.869,135.47,26976,101,0,1.15
624,1411,1280.866,1277.191,135.8,24722,92,0,1.22
625,1413,1278.207,1278.964,135.17,24186,97,0,1.22
626,1418,1279.913,1276.308,134.54,24063,99,0,1.22
627,4327,1280.382,1281.191,130.74,8780,97,0,2.22
628,4331,1277.337,1273.497,127.64,8163,115,0,2.37
629,4333,1277.712,1275.895,138.5,9674,87,0,2.25
630,4335,1281.325,1274.889,137.38,9417,88,0,2.28
631,4336,1280.803,1277.128,136.83,9445,95,0,2.29
632,4338,1280.067,1276.301,135.42,9201,97,0,2.34
633,4341,1283.769,1278.357,133.28,9447,90,0,2.19
634,4346,1279.534,1274.073,136.21,9288,90,0,2.27
635,4347,1280.314,1277.954,136.47,9862,87,0,2.18
636,4328,1286.051,1277.667,134.07,9039,100,0,2.29
637,4342,1283.237,1278.507,135.03,9138,99,0,2.33
638,4344,1285.051,1281.6,139.7,9630,94,0,2.33
639,4345,1287.495,1279.77,130.86,8583,103,0,2.31
640,1417,1283.052,1275.469,134.58,23644,106,0,1.24
641,4337,1286.691,1272.538,141.84,10008,83,0,2.3
642,5552,1283.488,1279.535,140.13,8056,92,0,2.74
643,716,1280.757,1281.137,140.74,6630,88,0,2.98
644,5547,1283.579,1280.995,130.06,7479,101,0,2.45
645,5548,1282.576,1283.194,131.51,7556,98,0,2.47
646,5551,1279.205,1285.466,133.93,7507,100,0,2.57
647,5553,1281.841,1280.085,137.37,8304,83,0,2.41
648,5557,1282.036,1276.539,139.54,19868,89,0,1.42
649,5558,1278.7,1279.286,134.78,11650,95,0,1.9
650,5559,1281.517,1280.194,136.51,19440,101,0,1.41
651,5560,1279.115,1279.991,134.76,19006,104,0,1.43
652,6120,1281.158,1277.589,134.12,27256,109,0,1.12
653,6121,1277.981,1280.754,132.02,21309,113,0,1.3
654,6122,1281.455,1278.77,132.87,26893,109,0,1.11
655,6123,1280.654,1281.221,130.49,26218,128,0,1.12
656,6124,1280.317,1281.589,132.34,26886,114,0,1.11
657,6125,1279.583,1280.96,134.27,26925,106,0,1.16
658,6126,1281.221,1279.911,135.29,27186,108,0,1.1
659,6311,1280.481,1281.726,129.2,17270,119,0,1.42
660,6312,1276.929,1277.912,135.34,14355,98,0,1.69
661,6313,1280.321,1279.845,136.47,19298,84,0,1.39
662,6315,1278.662,1281.963,132.56,18300,109,0,1.41
663,6316,1280.142,1284.643,136.24,18535,98,0,1.44
664,6317,1282.033,1281.297,129.65,17221,116,0,1.42
665,6318,1281.521,1279.574,132.6,18617,97,0,1.37
666,6319,1276.37,1280.076,131.65,17960,103,0,1.4
667,6320,1276.477,1281.616,131.21,17949,107,0,1.4
668,6321,1282.379,1281.407,133.2,18288,103,0,1.44
669,6322,1282.911,1278.321,137.08,19618,86,0,1.39
670,6323,1280.062,1278.53,135.68,19117,92,0,1.39
671,6324,1279.663,1279.267,138.15,19733,89,0,1.43
672,718,1275.545,1280.329,133.3,6109,95,0,3.01
673,5545,1274.961,1277.441,132.36,7603,94,0,2.47
674,5549,1276.55,1275.212,133.61,7807,99,0,2.5
675,5550,1276.487,1280.593,130.23,7414,100,0,2.5
676,5554,1278.894,1278.476,131.17,7333,99,0,2.54
677,5561,1279.992,1277.315,133.65,18964,99,0,1.46
678,6314,1279.173,1277.912,134.49,18755,100,0,1.41
679,438,1278.843,1283.15,131.15,20068,114,0,1.31
680,440,1279.412,1279.754,137.25,21926,85,0,1.3
681,441,1280.716,1279.083,132.72,20571,110,0,1.34
682,442,1281.923,1280.614,132.33,20067,116,0,1.31
683,6142,1281.813,1280.229,135.26,26396,108,0,1.16
684,6143,1280.904,1277.499,135.31,16033,105,0,1.57
685,6144,1281.554,1279.982,137.63,27149,98,0,1.19
686,6145,1280.461,1282.851,133.64,26519,105,0,1.13
687,6146,1278.892,1279.991,131.73,25830,113,0,1.13
688,6147,1278.485,1278.901,132.26,25473,121,0,1.15
689,6148,1281.53,1278.476,134.42,26929,88,0,1.1
690,6149,1277.64,1281.15,136.62,26966,97,0,1.18
691,6150,1279.485,1281.753,132.09,24987,117,0,1.16
692,5569,1283.234,1285.49,136.77,8039,90,0,2.56
693,6206,1285.875,1282.918,139.05,14644,88,0,1.73
694,1849,1277.057,1279.721,131.76,17231,112,0,1.48
695,6207,1278.954,1282.197,134.3,13696,93,0,1.75
696,7184,1282.07,1282.246,137.59,16115,85,0,1.63
697,5567,1287.022,1280.526,133.91,7896,92,0,2.51
698,5924,1283.594,1279.403,135.54,22320,93,0,1.29
699,5925,1284.292,1284.162,127.7,10070,115,0,2.01
700,5926,1281.401,1279.216,135.29,21797,97,0,1.31
701,5927,1280.157,1283.377,135.76,22461,93,0,1.31
702,6201,1281.757,1276.805,135.81,13882,97,0,1.74
703,6203,1286.533,1280.229,132.76,13393,98,0,1.71
704,7335,1283.867,1279.017,134.01,33410,121,0,1.01
705,7369,1282.818,1276.263,125.71,5294,101,0,3
706,7370,1283.395,1276.399,129.44,5309,100,0,3.14
707,1847,1278.983,1276.96,133.91,18055,103,0,1.45
708,1850,1277.069,1282.125,132.73,17192,104,0,1.5
709,1851,1279.331,1280.814,135.81,18677,87,0,1.42
710,1852,1279.784,1280.068,132.44,17448,109,0,1.47
711,1853,1281.066,1280.186,133.54,17428,106,0,1.51
712,1854,1277.923,1278.538,134.03,18023,98,0,1.44
713,5928,1279.026,1278.677,130.17,20717,124,0,1.35
714,6202,1280.485,1280.837,130.31,9990,104,0,2.05
715,6204,1279.862,1278.26,128.48,12736,114,0,1.73
716,6205,1281.912,1275.403,132.19,13623,100,0,1.69
717,6208,1279.954,1283.862,130.71,12848,114,0,1.79
718,7368,1283.113,1276.265,126.77,5207,96,0,3.05
719,1257,1278.43,1279.702,136.03,14027,96,0,1.72
720,1260,1279.53,1280.254,136.99,14452,87,0,1.68
721,1262,1278.425,1280.12,136.18,13914,95,0,1.73
722,1264,1279.565,1279.671,133.29,14063,89,0,1.64
723,1266,1280.158,1281.224,132.02,13395,99,0,1.7
724,1269,1282.467,1278.507,136.35,13815,94,0,1.75
725,4010,1278.364,1278.567,135.91,20572,93,0,1.34
726,4011,1277.857,1283.578,135,8766,99,0,2.35
727,4761,1280.39,1279.262,136.3,40322,100,0,0.91
728,6460,1282.439,1281.239,133.53,12278,104,0,1.86
729,6468,1280.916,1280.768,136.36,12679,99,0,1.85
730,6470,1278.234,1278.041,134.76,12577,99,0,1.83
731,6471,1276.837,1282.718,135.18,12988,97,0,1.79
732,6472,1279.859,1280.318,136.53,13255,87,0,1.77
733,6474,1280.709,1279.107,135.06,12762,96,0,1.81
734,6476,1279.872,1278.503,128.21,11761,115,0,1.8
735,6482,1282.081,1279.635,134.97,12744,104,0,1.84
736,6483,1279.243,1280.559,137.31,12855,94,0,1.84
737,1259,1275.854,1275.686,135.19,13316,102,0,1.77
738,1261,1275.186,1282.145,132.59,13673,97,0,1.67
739,1263,1280.014,1277.943,134.07,13350,99,0,1.74
740,1265,1278.52,1275.009,136.31,13709,101,0,1.77
741,1267,1275.116,1279.742,135.3,13864,99,0,1.73
742,1268,1277.455,1277.902,138.85,14811,84,0,1.75
743,6462,1275.408,1276.675,137.41,13734,88,0,1.75
744,6463,1279.538,1277,131.45,12200,109,0,1.82
745,6465,1278.352,1276.968,135.61,12542,103,0,1.86
746,6466,1277.799,1276.705,137.13,13465,87,0,1.76
747,6467,1278.55,1276.311,130.88,11951,107,0,1.82
748,6469,1275.166,1277.827,132.69,12395,103,0,1.82
749,6473,1277.071,1277.68,130.35,12110,106,0,1.79
750,6475,1275.017,1282.079,132.46,12765,98,0,1.76
751,6478,1275.881,1276.044,129.74,11873,113,0,1.84
752,6479,1277.587,1278.002,131.38,11947,110,0,1.84
753,6481,1277.609,1276.131,134.63,12361,106,0,1.87
754,6484,1275.774,1279.259,132.95,12537,102,0,1.78
755,6477,1282.659,1275.981,130.38,11699,115,0,1.86
756,6464,1278.455,1275.805,135.54,12240,111,0,1.92
757,6480,1280.269,1277.35,137.15,13240,93,0,1.8
758,2703,1280.895,1273.772,136.17,12731,97,0,1.82
759,2705,1278.164,1281.252,132,12173,107,0,1.86
760,2706,1275.528,1280.791,134.12,12722,94,0,1.76
761,2945,1281.792,1280.496,128.78,14524,120,0,1.57
762,2946,1279.344,1280.856,134.4,11407,101,0,1.92
763,2948,1280.99,1281.38,132.08,14893,106,0,1.57
764,2950,1280.452,1280.242,140.35,16967,82,0,1.55
765,2951,1277.377,1280.495,134.46,15537,103,0,1.57
766,2952,1279.791,1283.388,137.3,15957,95,0,1.58
767,2953,1283.622,1279.675,131.71,15077,111,0,1.57
768,2954,1282,1279.154,131.79,15226,106,0,1.55
769,4414,1282.427,1280.622,133.19,20309,97,0,1.29
770,4415,1283.318,1280.943,131.96,11018,101,0,1.91
771,4416,1279.355,1280.255,133.6,20506,99,0,1.3
772,4417,1280.227,1281.393,132,19813,112,0,1.32
773,5009,1281.579,1280.31,136.55,19117,98,0,1.46
774,5010,1280.903,1279.138,136.52,12883,92,0,1.86
775,5011,1279.953,1281.302,130.56,17602,113,0,1.4
776,5012,1280.143,1281.349,135.17,18406,104,0,1.42
777,5013,1281.864,1276.401,134.57,18478,102,0,1.41
778,5014,1280.258,1282.718,133.83,19100,90,0,1.34
779,5015,1279.895,1279.716,135.79,19207,95,0,1.44
780,5016,1277.318,1279.707,134.48,19325,89,0,1.34
781,5017,1283.545,1282.794,135.79,19090,99,0,1.39
782,5019,1278.167,1278.138,133.68,18921,100,0,1.37
783,5020,1281.426,1278.338,132.86,18132,117,0,1.42
784,5021,1279.917,1278.562,132.73,18279,111,0,1.4
785,5022,1279.424,1280.761,137.03,19265,97,0,1.4
786,5023,1279.54,1281.514,133.22,18712,96,0,1.37
787,5025,1280.907,1277.099,135.26,19413,90,0,1.36
788,5026,1277.496,1276.717,133,18501,102,0,1.38
789,5027,1280.478,1278.046,134.48,18872,102,0,1.37
790,5028,1281.303,1281.565,135.15,18940,104,0,1.39
791,5029,1281.365,1279.752,132.92,18378,106,0,1.39
792,5340,1281.483,1280.877,134.71,29190,103,0,1.06
793,5342,1279.848,1279.433,133.9,28740,113,0,1.07
794,5343,1280.195,1283.362,136.21,29685,99,0,1.07
795,5344,1279.785,1278.906,137.26,30517,88,0,1.05
796,5345,1279.642,1277.671,130.3,28122,128,0,1.06
797,5346,1280.771,1280.379,134.34,29516,106,0,1.06
798,5347,1279.921,1278.605,130.96,27936,129,0,1.07
799,5024,1274.765,1279.364,133.89,18350,105,0,1.51
800,2704,1277.136,1280.635,136.87,11267,87,0,1.95
801,2947,1278.95,1281.861,134.01,15522,99,0,1.55
802,2949,1276.448,1280.704,135.27,15624,100,0,1.57
803,5018,1277.472,1282.762,133.91,18429,107,0,1.4
804,2480,1276.98,1281.385,132.19,9359,94,0,2.13
805,2481,1277.355,1281.192,140.45,10466,75,0,2.15
806,5639,1281.827,1280.998,135.98,33610,99,0,1
807,573,1281.605,1279.072,130.7,23684,122,0,1.19
808,575,1276.725,1279.403,133.69,25225,106,0,1.16
809,576,1282.49,1279.749,136.23,25344,107,0,1.19
810,577,1279.353,1281.536,134.15,25574,99,0,1.15
811,578,1280.435,1279.921,130.3,23698,124,0,1.18
812,579,1279.822,1281.146,135.87,25988,97,0,1.16
813,580,1282.143,1280.164,133.87,25292,103,0,1.16
814,1477,1279.625,1279.93,127.78,11136,114,0,1.85
815,3457,1279.642,1278.451,136.15,34995,104,0,0.98
816,3458,1278.071,1279.492,137.03,16470,92,0,1.55
817,3459,1279.155,1279.997,133.74,34768,107,0,0.96
818,3460,1277.998,1282.838,132.71,33742,132,0,0.99
819,3461,1279.204,1281.327,131.25,33170,136,0,0.98
820,3462,1280.503,1279.559,136.5,35788,98,0,0.96
821,3463,1279.535,1281.61,136.16,35626,99,0,0.97
822,3464,1280.897,1280.134,133.57,34335,120,0,1
823,3465,1282.354,1280.366,134.04,35077,109,0,0.96
824,3778,1280.884,1281.871,135.6,15467,97,0,1.6
825,3779,1280.322,1280.18,134.52,11472,103,0,1.98
826,3780,1282.248,1281.867,135.91,15329,94,0,1.64
827,3781,1282.912,1280.255,135.33,15180,105,0,1.64
828,4907,1280.946,1279.754,133,15427,100,0,1.56
829,5604,1278.535,1280.478,134.82,44509,109,0,0.85
830,5606,1280.805,1281.293,132.25,42650,127,0,0.85
831,5607,1282.398,1279.51,133.48,43205,128,0,0.86
832,5608,1280.438,1281.402,134.45,43925,116,0,0.85
833,5636,1280.981,1277.491,134.87,33363,101,0,0.99
834,5637,1279.394,1276.86,137.88,8777,93,0,2.48
835,5638,1280.362,1275.435,137.44,34914,82,0,0.98
836,7194,1277.98,1280.459,132.42,19834,112,0,1.34
837,7196,1281.081,1280.825,132.91,20090,106,0,1.33
838,7197,1280.395,1280.528,131.53,19293,118,0,1.36
839,574,1277.105,1275.41,137.47,12674,83,0,1.86
840,2478,1276.245,1276.077,138.25,9466,96,0,2.41
841,156,1280.925,1280.841,136.7,25346,94,0,1.19
842,157,1278.333,1278.084,134.37,35747,110,0,0.96
843,4348,1281.603,1279.828,134.56,32185,98,0,1.01
844,4349,1280.071,1279.849,131.88,28701,122,0,1.09
845,4350,1279.696,1280.153,136.31,32606,97,0,1.06
846,7170,1281.253,1277.868,136.12,22135,99,0,1.34
847,7171,1280.378,1282.401,131.29,8298,106,0,2.34
848,7172,1279.293,1280.363,138.17,23086,85,0,1.27
849,7173,1281.014,1278.54,132.65,21573,116,0,1.26
850,7174,1280.425,1283.405,131.69,21549,104,0,1.25
851,7175,1280.75,1281.038,132.08,21403,111,0,1.28
852,7177,1279.277,1282.671,138.62,23041,87,0,1.31
853,7178,1278.676,1278.226,131.83,20645,128,0,1.32
854,7179,1277.861,1280.087,135.08,22409,97,0,1.29
855,7180,1279.027,1278.794,139.34,23228,84,0,1.28
856,7181,1279.997,1278.658,137.18,22616,92,0,1.27
857,7202,1276.784,1279.351,136.01,35544,105,0,0.99
858,7203,1283.387,1278.602,140.62,8873,79,0,2.38
859,7204,1282.498,1278.632,134.67,35109,107,0,0.97
860,7205,1282.298,1280.382,129.8,32762,142,0,0.97
861,7206,1280.407,1281.196,133.84,34832,116,0,0.97
862,7176,1275.473,1281.307,133.51,21446,108,0,1.28
863,258,1278.86,1283.438,129.52,15830,116,0,1.49
864,1750,1280.419,1282.766,131.06,29658,130,0,1.04
865,256,1284.253,1280.615,131.29,7559,105,0,2.48
866,268,1286.399,1280.253,126.67,15378,122,0,1.51
867,255,1280.615,1279.995,131.02,16159,114,0,1.49
868,257,1277.758,1278.105,129.39,15544,117,0,1.51
869,259,1282.097,1279.837,134.38,17089,97,0,1.47
870,260,1275.89,1279.057,134.94,16838,99,0,1.49
871,261,1281.801,1280.951,133.64,16698,98,0,1.48
872,262,1279.083,1279.45,136.1,17579,90,0,1.46
873,263,1282.273,1278.641,131.59,16605,106,0,1.47
874,264,1282,1281.457,134.36,16266,105,0,1.53
875,265,1277.808,1278.231,136.62,17331,87,0,1.47
876,266,1279.35,1280.793,130.3,15869,118,0,1.5
877,267,1280.455,1281.797,137.14,16937,100,0,1.53
878,1738,1279.687,1281.342,132.45,30263,120,0,1.03
879,1739,1281.625,1280.69,127.69,12461,116,0,1.7
880,1740,1279.363,1280.11,135.29,31424,99,0,1.02
881,1741,1280.526,1279.897,132.29,30170,126,0,1.03
882,1742,1279.988,1282.005,134.04,30994,114,0,1.03
883,1743,1280.409,1278.727,132.64,29438,129,0,1.06
884,1744,1280.604,1279.695,129.74,29114,142,0,1.04
885,1745,1279.323,1281.099,134.72,31696,103,0,1.01
886,1746,1280.45,1282.84,129.56,29432,131,0,1.02
887,1747,1276.768,1278.353,134.48,31664,100,0,1.01
888,1748,1279.328,1277.17,135.56,31623,106,0,1.03
889,1749,1281.494,1280.728,133.09,30580,121,0,1.03
890,1751,1282.237,1281.358,134.03,31459,100,0,1.01
891,1752,1280.902,1278.629,130.39,28911,139,0,1.05
892,1753,1280.139,1282.026,131.36,29972,121,0,1.02
893,1754,1277.158,1280.555,132.55,30502,120,0,1.02
894,1755,1279.541,1281.669,134.87,31614,98,0,1.01
895,1756,1279.979,1279.018,134.6,31131,111,0,1.03
896,1757,1280.598,1278.583,131.55,29161,139,0,1.06
897,1758,1279.758,1280.522,131.07,29526,125,0,1.03
898,3838,1279.888,1281.751,137.48,26339,90,0,1.15
899,3839,1280.86,1279.824,130.56,23343,123,0,1.18
900,3840,1280.242,1276.321,136.02,25936,99,0,1.15
901,3841,1282.874,1280.898,135.23,25903,100,0,1.15
902,3842,1279.288,1281.161,134.91,25877,95,0,1.14
903,3848,1279.245,1279.918,133.6,25559,105,0,1.14
904,6406,1282.815,1279.417,133.42,28237,121,0,1.09
905,6407,1280.721,1281.77,132.1,13039,106,0,1.72
906,6408,1281.558,1279.251,133.56,28789,113,0,1.07
907,6409,1279.593,1281.537,136.31,29594,99,0,1.07
908,6410,1278.802,1283.455,133.55,29148,115,0,1.06
909,6411,1276.87,1278.277,135.26,29455,104,0,1.06
910,6412,1281.724,1277.692,136.4,30573,92,0,1.05
911,6413,1280.145,1278.725,132.33,28807,121,0,1.06
912,6414,1280.034,1282.668,132.08,28466,117,0,1.06
913,6415,1280.072,1281.314,134.56,29444,98,0,1.1
914,7473,1279.19,1280.466,133.87,17120,94,0,1.45
915,7474,1276.233,1276.855,137.52,8729,90,0,2.46
916,7475,1283.14,1281.467,130.55,16397,112,0,1.46
917,7476,1281.235,1282.386,133.31,16461,109,0,1.51
918,7477,1275.834,1278.032,135.8,17287,96,0,1.47
919,4901,1272.75,1275.844,139.47,5553,105,0,3.64
920,307,1282.092,1281.768,136.11,39763,102,0,0.92
921,3090,1281.213,1282.803,140.25,19415,73,0,1.43
922,4629,1280.76,1283.215,133.48,17453,102,0,1.46
923,4634,1282.207,1281.834,134.01,18301,94,0,1.41
924,4639,1281.517,1282.469,132.48,17564,97,0,1.42
925,4661,1280.181,1284.827,131.15,17674,105,0,1.4
926,4664,1281.643,1285.291,138.62,18757,93,0,1.46
927,3092,1277.405,1282.782,131.88,16685,118,0,1.51
928,3101,1279.635,1281.735,127.81,16126,124,0,1.47
929,4636,1279.295,1282.704,137.96,18944,84,0,1.54
930,4643,1278.603,1281.258,131.19,17102,105,0,1.45
931,4657,1278.543,1281.446,134.99,18013,100,0,1.45
