id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty_xy [nm]
59,301,1281.068,1281.592,130.73,15773,111,0,1.54
60,302,1277.531,1278.787,135.02,16364,102,0,1.57
61,303,1280.761,1277.893,136.73,17097,93,0,1.53
62,304,1277.131,1278.567,134.18,16191,105,0,1.59
63,2039,1277.687,1279.861,126.87,7440,106,0,2.41
64,4057,1279.681,1281.738,133.08,6129,92,0,2.92
65,4062,1280.306,1275.134,135.27,7927,92,0,2.49
66,4064,1277.084,1280.499,136.97,8144,89,0,2.5
67,4066,1278.274,1277.932,134.49,7970,94,0,2.48
68,6468,1279.741,1280.576,134.67,23536,104,0,1.24
69,6471,1279.359,1281.878,136.19,24024,98,0,1.25
70,6473,1280.6,1280.044,135,23313,94,0,1.25
71,6474,1280.99,1279.914,132.93,23335,103,0,1.22
72,6476,1279.445,1280.503,132.42,22911,112,0,1.24
73,296,1283.69,1284.284,134.37,17089,94,0,1.5
74,297,1283.805,1281.412,138.23,17753,84,0,1.51
75,298,1281.392,1282.758,130.57,15543,116,0,1.56
76,300,1281.256,1280.147,132.01,15919,107,0,1.55
77,2034,1283.319,1282.828,131.79,7753,102,0,2.47
78,4058,1278.814,1285.636,125.25,7345,106,0,2.41
79,4059,1285.789,1284.663,132.13,7521,98,0,2.53
80,4060,1287.626,1283.156,131.45,7311,104,0,2.58
81,4061,1285.363,1281.444,133.83,7615,104,0,2.59
82,4063,1287.323,1285.059,141.64,8963,73,0,2.39
83,4067,1280.488,1281.791,132.66,7570,102,0,2.59
84,4069,1281.633,1285.483,132.51,7542,100,0,2.59
85,6469,1281.254,1283.844,137.81,15880,91,0,1.64
86,6470,1284.833,1280.936,133.94,22861,108,0,1.25
87,6472,1281.357,1284.191,133.25,23028,104,0,1.23
88,6475,1279.035,1282.279,135.77,23453,100,0,1.26
89,2037,1275.046,1284.702,132.2,7639,100,0,2.52
90,2038,1273.858,1276.907,138.77,8961,82,0,2.39
91,2040,1273.36,1284.371,128.17,7316,110,0,2.52
92,4056,1274.371,1279.662,139.93,8250,92,0,2.59
93,4065,1277.482,1284.164,133.26,7643,98,0,2.54
94,4070,1277.01,1282.627,130.39,7490,100,0,2.51
95,6477,1277.452,1280.573,132.73,22641,112,0,1.25
96,2036,1275.93,1288.102,142.27,9097,83,0,2.48
97,84,1286.067,1280.959,138.02,10653,93,0,2.09
98,3140,1284.486,1278.001,125.09,4523,104,0,3.35
99,74,1279.435,1276.287,139.09,10648,87,0,2.24
100,79,1279.637,1280.131,129.63,9536,103,0,2.08
101,80,1278.587,1277.991,132.87,9915,102,0,2.11
102,76,1279.561,1279.991,136.03,10342,92,0,2.09
103,77,1282.275,1285.569,132.04,9759,101,0,2.1
104,78,1281.498,1279.219,129.34,9303,109,0,2.12
105,81,1280.947,1280.649,134.42,9893,102,0,2.15
106,82,1280.82,1280.623,135.66,10529,92,0,2.06
107,83,1283.673,1280.111,135.11,10342,87,0,2.05
108,2699,1281.895,1277.181,134.17,22037,98,0,1.27
109,4867,1278.843,1283.233,140.85,13906,84,0,1.77
110,4869,1277.948,1282.506,131.38,12549,112,0,1.76
111,7145,1280.322,1284.611,130.58,8283,101,0,2.28
112,4866,1273.991,1280.307,130.85,12523,109,0,1.74
113,115,1280.991,1280.054,131.26,16232,102,0,1.47
114,1070,1278.751,1278.011,137.18,25876,87,0,1.16
115,1071,1277.774,1278.695,135.15,12720,104,0,1.81
116,1072,1281.096,1279.192,132.93,24351,112,0,1.18
117,1073,1279.294,1280.953,136.16,25451,94,0,1.22
118,3126,1281.188,1281.417,136.1,27976,88,0,1.09
119,3128,1281.635,1282.085,133.23,26283,117,0,1.13
120,3129,1280.216,1279.267,131.99,26118,111,0,1.11
121,3130,1282.339,1282.322,133.09,27249,101,0,1.08
122,3131,1278.736,1277.891,134.14,27515,102,0,1.1
123,4863,1284.747,1278.531,134.27,13055,98,0,1.75
124,4864,1279.125,1280.802,132.27,9608,101,0,2.1
125,4865,1282.237,1277.531,139.47,14359,82,0,1.7
126,4868,1276.9,1278.415,136.38,13760,95,0,1.72
127,4933,1281.888,1281.2,136.51,40711,109,0,0.9
128,4934,1280.538,1280.341,136.33,20312,97,0,1.34
129,4935,1280.393,1279.83,133.88,39954,118,0,0.88
130,4936,1279.755,1278.934,135.53,41197,94,0,0.87
131,4937,1283.428,1278.022,132.84,39023,129,0,0.89
132,6922,1280.162,1280.591,134.44,9305,104,0,2.22
133,7088,1284.31,1279.429,132.17,13266,106,0,1.71
134,7142,1285.937,1282.274,130.4,8228,106,0,2.37
135,7144,1278.568,1278.57,136.8,9116,93,0,2.27
136,7146,1282.125,1278.52,135.03,9225,95,0,2.21
137,7148,1284.287,1278.953,127.4,8027,106,0,2.27
138,7147,1278.491,1272.895,137.67,9437,85,0,2.2
139,6586,1275.656,1277.094,129.77,8116,105,0,2.33
140,4167,1281.064,1277.25,137.51,19087,90,0,1.49
141,6136,1280.26,1279.535,138.8,35007,76,0,0.99
142,6137,1279.332,1280.913,135.62,17785,96,0,1.49
143,6138,1278.596,1281.255,134.24,32360,118,0,1.02
144,6139,1278.251,1281.785,138.61,34659,85,0,1.01
145,6140,1280.98,1283.533,135.92,34116,91,0,0.98
146,6588,1277.982,1281.075,128.58,8084,114,0,2.34
147,5541,1278.888,1281.573,135.08,18602,104,0,1.45
148,5538,1283.136,1280.192,137.9,19196,94,0,1.49
149,5540,1280.496,1279.718,139.39,19836,92,0,1.44
150,5543,1280.741,1278.881,136.47,19236,90,0,1.42
151,5544,1278.022,1281.467,130.72,18054,110,0,1.41
152,5545,1278.42,1279.335,134.29,18858,96,0,1.4
153,5546,1281.236,1280.367,137.74,19027,98,0,1.45
154,5536,1276.305,1277.559,133.94,18195,104,0,1.45
155,5539,1279.155,1277.993,133.56,18413,107,0,1.43
156,5542,1279.009,1279.511,132.82,18101,106,0,1.46
157,5547,1282.375,1276.56,133.03,18424,108,0,1.42
158,3041,1282.018,1283.354,135.85,16631,102,0,1.55
159,3043,1284.627,1281.609,134.37,16108,109,0,1.57
160,5015,1279.59,1286.559,131.67,6963,103,0,2.66
161,152,1278.606,1279.341,136.53,20113,101,0,1.37
162,153,1280.154,1281.536,134.17,7908,99,0,2.49
163,154,1277.616,1283.101,131.73,19343,108,0,1.35
164,155,1279.534,1280.446,133.48,19426,108,0,1.37
165,156,1279.527,1278.395,131.52,19189,114,0,1.35
166,157,1281.787,1278.461,133.47,19528,106,0,1.37
167,158,1281.351,1278.804,133.28,19629,104,0,1.35
168,1310,1277.53,1278.311,131.36,28975,123,0,1.06
169,1311,1279.754,1280.86,134.95,27368,101,0,1.12
170,1312,1280.541,1278.77,135.88,30968,93,0,1.04
171,1313,1281.025,1280.976,135.51,30797,102,0,1.05
172,1314,1278.698,1277.467,135.32,30533,96,0,1.1
173,1315,1278.933,1280.179,132.77,30291,107,0,1.03
174,1316,1279.65,1280.584,133.77,30071,104,0,1.05
175,1317,1278.967,1278.288,137.4,31644,87,0,1.06
176,1318,1283.584,1281.166,131.27,28878,122,0,1.07
177,1319,1279.975,1278.25,135.3,30948,99,0,1.04
178,1320,1281.627,1281.616,134.37,30508,109,0,1.05
179,3044,1276.946,1278.936,130.19,15841,105,0,1.49
180,3045,1280.016,1274.88,137.07,17772,85,0,1.46
181,3323,1277.89,1278.84,133.59,14485,100,0,1.67
182,3325,1276.732,1280.451,133.76,14519,99,0,1.64
183,3326,1281.005,1277.508,138.62,15407,84,0,1.63
184,3982,1278.609,1280.439,132.77,12369,106,0,1.82
185,3983,1275.724,1278.436,137.54,7876,89,0,2.61
186,3984,1279.942,1280.434,137.38,12970,97,0,1.84
187,3985,1282.736,1279.667,137.2,12856,100,0,1.85
188,3986,1278.118,1283.586,133.54,13061,93,0,1.76
189,3987,1281.809,1281.214,133,12502,103,0,1.8
190,5014,1274.386,1283.454,128.4,5275,98,0,3.12
191,5016,1279.096,1281.306,132.87,7556,97,0,2.51
192,638,1281.923,1281.332,142.7,14363,80,0,1.76
193,3895,1281.697,1276.966,134.89,18630,95,0,1.39
194,3897,1282.485,1283.405,132.39,17547,110,0,1.43
195,3898,1280.746,1280.287,136.32,18852,91,0,1.4
196,4640,1279.945,1278.625,136.77,30031,97,0,1.07
197,4641,1278.426,1277.879,141.09,8910,87,0,2.4
198,4642,1283.341,1278.632,130.87,27704,133,0,1.08
199,4643,1281.949,1279.759,133.23,28410,117,0,1.08
200,4894,1278.084,1281.094,133.78,26342,107,0,1.12
201,4896,1277.978,1281.475,134.07,26103,108,0,1.13
202,4897,1280.68,1280.26,133.63,26048,109,0,1.13
203,4898,1280.856,1280.576,133.33,25791,110,0,1.15
204,4899,1282.259,1279.747,133.15,25594,115,0,1.14
205,4900,1279.203,1277.658,131.36,25673,111,0,1.11
206,1407,1279.611,1277.914,134.58,23064,101,0,1.24
207,1409,1279.826,1276.106,138.4,24052,92,0,1.26
208,1410,1277.891,1280.691,133.12,22457,115,0,1.28
209,1411,1282.113,1279.89,133.2,22997,111,0,1.24
210,1414,1277.99,1281.091,133.48,22694,105,0,1.24
211,1415,1277.33,1278.012,132.81,22749,108,0,1.23
212,6247,1277,1279.844,137.1,15739,91,0,1.71
213,6249,1280.43,1278.43,132.78,15209,109,0,1.6
214,6869,1279.458,1277.836,131.86,22480,121,0,1.24
215,6875,1279.789,1280.048,135.28,37807,103,0,0.93
216,6876,1278.137,1278.706,135.23,37702,110,0,0.94
217,7200,1279.467,1279.68,135.01,19876,101,0,1.37
218,1400,1280.847,1278.386,135.12,22925,107,0,1.27
219,1401,1282.429,1278.482,131.99,10644,95,0,1.96
220,1402,1280.257,1278.485,135.96,23961,91,0,1.22
221,1403,1279.585,1279.216,135.87,23315,103,0,1.26
222,1404,1282.816,1279.221,130.36,22235,115,0,1.22
223,1405,1280.061,1282.682,135.61,23233,104,0,1.26
224,1408,1279.085,1282.314,133.37,23383,100,0,1.21
225,1412,1279.57,1280.115,134.03,22469,113,0,1.27
226,1413,1280.091,1282.751,134.07,23175,100,0,1.23
227,1416,1282.143,1279.732,135.16,23583,92,0,1.22
228,1417,1279.898,1281.941,135.84,23296,98,0,1.25
229,6248,1280.558,1280.979,128.71,14676,116,0,1.56
230,6868,1279.167,1282.082,135.12,37694,110,0,0.93
231,6870,1280.022,1282.552,136.56,38127,99,0,0.94
232,6871,1280.365,1280.181,134.47,37456,111,0,0.94
233,6872,1280.746,1279.731,135.08,38364,99,0,0.92
234,6873,1281.295,1279.266,131.55,36459,124,0,0.93
235,6874,1280.783,1279.925,137.92,40029,77,0,0.92
236,1406,1279.639,1282.962,138.58,23870,90,0,1.26
237,6246,1283.398,1284.35,134.78,15969,96,0,1.57
238,3824,1278.818,1280.032,132.54,25788,116,0,1.13
239,3825,1280.408,1283.611,131.35,18396,117,0,1.38
240,3826,1279.253,1279.444,134.26,26230,117,0,1.14
241,3827,1279.856,1281.69,134.53,26616,109,0,1.13
242,3828,1280.163,1278.752,131.16,25270,130,0,1.14
243,3829,1279.336,1278.456,135.5,27226,98,0,1.11
244,3916,1281.487,1282.952,134.17,18168,102,0,1.41
245,3917,1277.105,1281.712,132.92,17711,111,0,1.44
246,3918,1279.428,1277.054,137.08,19167,89,0,1.39
247,3919,1277.048,1278.541,135.13,18614,99,0,1.41
248,3920,1280.19,1278.58,134.24,18277,109,0,1.42
249,3921,1277.809,1276.136,132.35,17729,114,0,1.42
250,3922,1277.288,1280.537,135.72,18498,102,0,1.43
251,3923,1281.882,1283.061,135.61,18962,95,0,1.39
252,3924,1280.323,1279.153,133.88,18132,106,0,0.96
253,3925,1277.317,1280.777,135.12,18250,102,0,1.43
254,3926,1283.112,1284.056,133.02,18088,112,0,1.42
255,3927,1280.252,1278.459,129.58,16927,124,0,1.44
256,3928,1280.128,1277.73,132.12,17987,105,0,1.39
257,3929,1279.147,1282.852,132.44,17682,113,0,1.44
258,3931,1281.327,1283.443,134.11,18335,101,0,1.4
259,3932,1281.718,1279.292,131.99,17959,115,0,1.41
260,3933,1281.038,1281.86,134.59,18526,101,0,1.4
261,3934,1278.034,1279.151,132.88,18133,103,0,1.84
262,3935,1279.012,1279.993,138.42,19503,84,0,1.4
263,3936,1280.072,1280.253,135.05,18580,100,0,1.4
264,4272,1280.221,1281.39,135.36,22922,100,0,1.24
265,4274,1279.11,1281.86,130.25,21339,129,0,1.26
266,4275,1278.75,1280.786,130.2,21638,128,0,1.24
267,4276,1277.367,1277.911,134.67,23183,102,0,1.22
268,4277,1283.938,1280.844,137.21,23095,98,0,1.26
269,4278,1280.465,1281.161,138.08,24199,83,0,1.21
270,5322,1275.703,1278.907,135.96,11269,90,0,2.02
271,5324,1281.712,1282.532,136.36,11389,88,0,1.93
272,5876,1283.977,1277.106,132.92,7013,100,0,2.77
273,5878,1279.56,1280.238,135.6,7180,101,0,2.69
274,5880,1277.192,1281.543,133.79,7111,97,0,2.63
275,3914,1282.519,1279.527,133.18,18255,103,0,1.39
276,3915,1283.248,1283.781,135.75,18331,88,0,1.41
277,3930,1282.97,1283.732,138.79,19149,95,0,1.43
278,5323,1284.717,1280.349,131.82,4997,94,0,3.29
279,5325,1281.395,1276.376,131.68,10676,102,0,1.94
280,5879,1283.284,1276.854,131.28,7045,100,0,2.57
281,2748,1280.241,1278.954,133.48,24946,109,0,1.17
282,2750,1279.517,1279.907,134.52,25986,97,0,1.14
283,2751,1280.96,1279.525,133.92,24970,110,0,1.19
284,7404,1277.961,1280.004,132.72,18489,107,0,1.4
285,6493,1269.073,1280.709,141.62,6708,83,0,2.91
286,2683,1279.946,1276.986,139.32,15295,90,0,1.65
287,2685,1277.589,1279.025,130.96,13746,114,0,1.72
288,5284,1280.158,1281.425,133.76,23561,103,0,1.2
289,5285,1278.483,1279.311,135.11,21389,99,0,1.29
290,5286,1279.089,1279.316,133.47,22658,110,0,1.23
291,5287,1281.745,1279.271,134.87,23396,99,0,1.21
292,5288,1278.03,1280.169,133.75,23282,106,0,1.21
293,5289,1276.297,1279.484,135.25,23630,102,0,1.21
294,5290,1280.96,1280.933,130.61,22323,124,0,1.22
295,5291,1278.795,1281.815,134.53,23077,108,0,1.23
296,6490,1278.239,1282.187,131.74,5711,94,0,2.98
297,6491,1280.68,1281.368,128.1,5306,98,0,3.11
298,6492,1278.422,1278.28,135.57,6170,91,0,2.93
299,6981,1276.713,1279.117,133.34,18101,103,0,1.4
300,6983,1281.232,1280.768,133.11,17639,107,0,1.41
301,6984,1277.185,1281.858,130.21,16886,120,0,1.45
302,6985,1274.121,1279.663,132.84,18090,104,0,1.4
303,5207,1280.61,1276.249,128.54,7338,107,0,2.49
304,5999,1279.889,1280.193,129.77,16028,117,0,1.5
305,6000,1278.423,1278.54,134.66,22677,103,0,1.26
306,6001,1280.227,1278.81,133.49,22761,110,0,1.25
307,6005,1279.526,1281.811,131.25,22114,111,0,1.24
308,6006,1277.408,1278.462,134.64,23023,89,0,1.23
309,6007,1279.846,1278.366,137.32,23530,97,0,1.27
310,6009,1279.912,1277.917,135.38,22760,104,0,1.27
311,6010,1281.135,1279.253,135.88,23724,87,0,1.22
312,6011,1282.048,1278.057,131.29,21388,122,0,1.27
313,6850,1278.225,1277.985,137.24,11507,93,0,1.98
314,5206,1281.589,1281.069,136.61,37958,98,0,0.94
315,5208,1277.749,1281.135,137.22,38220,93,0,0.95
316,5209,1281.699,1279.744,133.46,36762,112,0,0.94
317,5210,1280.766,1280.953,134.97,37181,102,0,0.94
318,5211,1282.258,1280.581,134.51,37200,105,0,0.94
319,5998,1280.969,1282.516,134.69,23229,90,0,1.21
320,6002,1278.031,1280.012,135.8,23541,92,0,1.24
321,6003,1281.748,1283.58,135.02,22773,105,0,1.27
322,6004,1283.438,1282.912,135.33,23237,96,0,1.24
323,6008,1280.002,1282.086,135.32,23253,98,0,1.24
324,6012,1279.69,1280.32,136.88,23685,91,0,1.24
325,6848,1278.437,1279.797,128.2,9142,114,0,2.14
326,709,1281.047,1277.496,135.86,28156,100,0,1.11
327,713,1280.218,1281.093,136.51,28673,89,0,1.13
328,1834,1283.103,1279.918,137.44,22499,92,0,1.29
329,2911,1282.663,1279.521,132.86,12866,101,0,1.75
330,2913,1283.852,1282.068,137.42,20046,92,0,1.39
331,2914,1282.641,1278.824,138.25,20702,80,0,1.35
332,2915,1279.505,1280.462,132.86,18911,104,0,1.38
333,2916,1280.197,1278.487,132.41,19271,107,0,1.36
334,5278,1285.697,1280.859,135.5,9854,96,0,2.15
335,5279,1281.616,1280.423,133.29,28655,104,0,1.07
336,5280,1278.557,1280.239,134.38,27884,118,0,1.12
337,5281,1280.124,1278.032,132.61,27728,115,0,1.09
338,5282,1280.727,1280.362,131.6,26855,117,0,1.11
339,6418,1281.578,1279.61,138.3,18261,80,0,1.49
340,6419,1280.239,1283.206,139.41,10906,85,0,2.07
341,6420,1278.156,1275.118,130.09,15587,121,0,1.54
342,6422,1281.064,1277.87,130.8,16049,115,0,1.51
343,6424,1283.739,1280.304,132.67,16569,110,0,1.5
344,6426,1282.11,1281.671,135.73,16808,102,0,1.53
345,6427,1280.312,1280.798,130.7,16009,110,0,1.5
346,6428,1282.267,1281.455,133.08,16551,108,0,1.51
347,6429,1284.853,1275.697,133.46,17038,101,0,1.47
348,6430,1280.185,1283.583,133.46,16362,111,0,1.54
349,6431,1280.032,1282.538,134.54,16987,96,0,1.52
350,6432,1279.931,1276.328,134.07,16875,104,0,1.5
351,6433,1280.096,1280.732,134.54,16894,99,0,1.5
352,2910,1279.09,1280.997,135.2,19332,106,0,1.4
353,2912,1276.739,1278.426,134.09,19008,103,0,1.41
354,2917,1279.891,1279.534,132.87,18980,109,0,1.38
355,5277,1276.894,1281.62,135.19,28730,98,0,1.09
356,6421,1278.069,1281.112,133.01,16932,102,0,1.48
357,6425,1278.92,1277.478,135.15,16853,105,0,1.53
358,6434,1276.89,1277.946,132.3,15946,115,0,1.55
359,6435,1276.989,1278.107,129.54,16176,104,0,1.46
360,6436,1277.402,1276.852,132.09,16699,101,0,1.49
361,711,1275.844,1282.253,136.34,33962,104,0,1.01
362,6423,1278.615,1283.21,128.4,16171,109,0,1.45
363,681,1282.985,1282.727,134.68,10430,92,0,2.06
364,675,1274.543,1279.461,129.51,9576,106,0,2.08
365,682,1278.903,1282.833,132.32,9595,101,0,2.13
366,685,1276.849,1283.026,131.79,9390,110,0,2.18
367,1062,1280.538,1284.145,134.53,10308,96,0,2.15
368,1875,1278.045,1280.842,132.89,15572,111,0,1.58
369,6852,1275.711,1283.971,129.34,13051,114,0,1.7
370,6858,1277.48,1280.541,133.48,13590,106,0,1.72
371,6856,1282.133,1280.846,131.78,13142,109,0,1.73
372,677,1281.232,1279.75,135.21,9607,101,0,2.2
373,678,1278.008,1279.326,137.07,10364,91,0,2.1
374,679,1278.539,1278.978,129.41,9152,112,0,2.16
375,683,1279.473,1281.544,138.49,10585,85,0,2.14
376,684,1277.863,1279.447,135.36,10104,94,0,2.08
377,686,1279.774,1275.941,133.49,9760,102,0,2.13
378,687,1282.495,1281.474,134.18,9716,101,0,2.15
379,688,1281.647,1277.987,132.06,10161,100,0,2.03
380,1057,1277.296,1279.336,132.51,9964,102,0,2.08
381,1059,1281.538,1281.835,128.41,9498,110,0,2.13
382,1060,1281.758,1282.065,129.02,9529,113,0,2.09
383,1061,1282.391,1280.945,132.48,9925,107,0,2.1
384,1063,1278.627,1278.481,131.67,10002,101,0,2.05
385,1064,1278.865,1282.011,126.66,9176,116,0,2.12
386,1877,1281.931,1278.523,133.57,15978,103,0,1.58
387,1878,1279.789,1277.515,130.23,15450,113,0,1.53
388,1879,1281.243,1276.005,134.01,16395,98,0,1.51
389,1880,1279.837,1279.786,130.98,15002,117,0,1.58
390,6851,1282.556,1280.39,134.97,14120,91,0,1.67
391,6853,1282.416,1281.284,137.19,14047,97,0,1.74
392,6854,1279.813,1281.7,142.25,15679,74,0,1.7
393,6855,1281.518,1277.229,133.77,13405,109,0,1.74
394,6857,1282.95,1274.593,135.49,13773,96,0,1.72
395,6859,1278.959,1276.916,140.45,14581,91,0,1.75
396,2139,1276.781,1278.572,132.77,21516,118,0,1.31
397,5961,1276.464,1278.593,131.83,13829,102,0,1.69
398,2145,1280.748,1277.243,133.91,21897,107,0,1.29
399,4884,1278.704,1276.257,136.45,21387,105,0,1.36
400,815,1280.792,1281.119,135.35,33202,105,0,1.02
401,817,1276.01,1280.86,134.89,32818,99,0,0.95
402,818,1280.382,1279.737,133.39,32587,105,0,1.03
403,819,1278.544,1280.896,136.06,33431,92,0,1.02
404,820,1279.043,1280.863,135.44,33311,101,0,1.02
405,821,1281.997,1281.357,134.11,33002,106,0,1.04
406,2141,1278.996,1282.027,135.66,22346,109,0,1.34
407,2142,1278.485,1282.01,133.56,22597,102,0,1.28
408,2148,1281.587,1282.611,135.35,22443,98,0,1.28
409,4883,1277.348,1281.698,134.95,22834,101,0,1.27
410,5960,1279.363,1282.329,132.23,18133,109,0,1.46
411,6215,1279.222,1280.281,133.04,25501,115,0,1.17
412,6799,1278.944,1279.741,135.16,29303,108,0,1.1
413,6800,1282.149,1282.818,134.58,22447,104,0,1.28
414,6802,1281.1,1280.837,134.67,29137,106,0,1.1
415,6803,1280.706,1281.988,134.41,29309,110,0,1.09
416,6804,1282.94,1281.391,136.69,30333,94,0,1.09
417,6805,1280.298,1280.59,137.66,30838,83,0,1.08
418,812,1279.253,1278.526,134.71,32719,108,0,1.03
419,814,1279.847,1280.051,133.49,32255,113,0,1.04
420,816,1280.012,1281.29,134.61,32652,107,0,1.05
421,822,1280.921,1280.554,136.84,34363,93,0,1.01
422,823,1282.886,1280.997,134.44,32689,110,0,1.03
423,824,1279.217,1278.093,133.93,32422,115,0,1.03
424,2143,1280.768,1280.045,137.26,23084,98,0,1.32
425,2144,1282.249,1279.084,134.56,22604,97,0,1.26
426,2146,1280.835,1278.881,133.54,22192,112,0,1.28
427,2147,1283.445,1279.766,133.01,21864,114,0,1.29
428,4885,1280.009,1278.989,131.79,21574,121,0,1.29
429,5962,1280.576,1278.157,132.2,17856,112,0,1.45
430,5963,1283.217,1284.44,132.69,18789,102,0,1.4
431,6212,1280.202,1278.348,134.12,25719,116,0,1.19
432,6213,1284.129,1275.971,135.54,7532,96,0,2.68
433,6214,1278.871,1279.377,133.12,26119,106,0,1.15
434,6801,1279.525,1278.596,137.4,30240,97,0,1.1
435,1401,1278.239,1280.745,127.95,5239,100,0,3.11
436,1403,1279.303,1280.475,131.67,19570,124,0,1.37
437,1404,1279.042,1281.898,135.21,20656,105,0,1.27
438,1405,1277.38,1279.474,137.45,21357,90,0,1.35
439,1407,1278.316,1283.046,133.82,20419,106,0,1.35
440,1409,1279.951,1282.283,134.08,20646,101,0,1.34
441,6199,1280.466,1281.818,135.95,21001,89,0,1.34
442,6200,1279.947,1282.307,136.6,22879,89,0,1.28
443,6741,1278.315,1281.18,137.25,16045,88,0,1.59
444,7411,1280.467,1281.214,137.22,23276,91,0,1.27
445,7413,1278.405,1281.922,132.93,21814,110,0,1.28
446,7416,1278.197,1281.006,133.83,21733,114,0,1.31
447,7421,1278.322,1280.883,131.31,21215,126,0,1.31
448,7423,1279.227,1282.901,136.67,22844,97,0,1.32
449,7427,1280.086,1281.411,136.48,22830,102,0,1.3
450,1402,1281.815,1276.366,133.58,19724,113,0,1.36
451,1408,1279.427,1281.376,133.54,20347,97,0,1.36
452,1410,1278.718,1280.198,137.91,21692,85,0,1.32
453,6198,1281.601,1281.393,138.63,23257,78,0,1.31
454,6201,1284.907,1279.572,133.43,21209,108,0,1.31
455,6202,1277.694,1278.302,135.68,21973,95,0,1.3
456,7007,1282.677,1277.616,135.2,46216,111,0,0.84
457,7414,1278.979,1280.814,134.21,22721,101,0,1.26
458,7415,1281.393,1280.063,135.95,23204,94,0,1.26
459,7417,1280.494,1278.942,134.61,22583,100,0,1.28
460,7418,1281.002,1280.782,135.89,22962,98,0,1.28
461,7419,1279.783,1279.234,134.5,22311,102,0,1.28
462,7420,1279.471,1278.163,133.61,22289,102,0,1.26
463,7422,1278.8,1281.329,133.6,22035,108,0,1.3
464,7424,1279.953,1278.887,130.52,21766,114,0,1.25
